"","Artist","NoCopies","Winrate"
"1","Rob Alexander",5240,0.711
"2","Christopher Rush",2216,0.709
"3","Anastasia Ovchinnikova",1885,0.706
"4","Mark Poole",1470,0.698
"5","Simon Dominic",1340,0.702
"6","Vance Kovacs",1153,0.715
"7","Chippy",1127,0.699
"8","Philip Straub",1039,0.71
"9","Shelly Wan",934,0.708
"10","Martina Fackova",927,0.705
"11","Eric Deschamps",925,0.717
"12","Adam Paquette",910,0.697
"13","Chase Stone",845,0.717
"14","Raoul Vitale",841,0.707
"15","Izzy",739,0.713
"16","Raymond Swanland",725,0.721
"17","Ryan Pancoast",724,0.701
"18","Ron Spears",710,0.701
"19","Kari Christensen",708,0.7
"20","Tom Wänerstrand",701,0.712
"21","Titus Lunter",688,0.706
"22","Mila Pesic",674,0.703
"23","Chris Ostrowski",651,0.719
"24","Zezhou Chen",650,0.698
"25","John Stanko",632,0.718
"26","Alayna Danner",585,0.702
"27","Joseph Meehan",564,0.723
"28","Cristi Balanescu",558,0.71
"29","Erica Yang",552,0.707
"30","Aleksi Briclot",550,0.716
"31","Randy Vargas",538,0.712
"32","Douglas Shuler",533,0.72
"33","John Avon",521,0.711
"34","Chris Rallis",514,0.708
"35","Jason Chan",508,0.712
"36","Mike Bierek",504,0.712
"37","Ekaterina Burmak",484,0.699
"38","Cynthia Sheppard",480,0.71
"39","Jonas De Ro",478,0.704
"40","Lucas Graciano",460,0.695
"41","Steve Argyle",447,0.716
"42","Nicholas Gregory",445,0.706
"43","Lake Hurwitz",440,0.725
"44","Mark Zug",435,0.711
"45","Cyril Van Der Haegen",430,0.708
"46","Mark Tedin",427,0.702
"47","Dave Kendall",423,0.714
"48","Iain McCaig",419,0.705
"49","Anthony S. Waters",410,0.706
"50","Anson Maddocks",405,0.711
"51","Yeong-Hao Han",403,0.706
"52","Johannes Voss",400,0.731
"53","Cliff Childs",399,0.709
"54","Dmitry Burmak",390,0.725
"55","Chris Seaman",384,0.697
"56","Evan Shipard",381,0.725
"57","Terese Nielsen",379,0.704
"58","Chris Rahn",370,0.705
"59","Pete Venters",358,0.701
"60","Andrew Mar",354,0.736
"61","Greg Staples",354,0.712
"62","Paul Scott Canavan",353,0.704
"63","Jesper Myrfors",353,0.699
"64","David Martin",344,0.731
"65","Franz Vohwinkel",336,0.696
"66","Svetlin Velinov",336,0.699
"67","Adam Rex",318,0.717
"68","Vincent Proce",313,0.721
"69","Dan Frazier",309,0.712
"70","Jason Rainville",309,0.697
"71","Sidharth Chaturvedi",305,0.716
"72","Michael C. Hayes",304,0.714
"73","Lie Setiawan",300,0.704
"74","Deruchenko Alexander",296,0.747
"75","Alexander Forssberg",296,0.747
"76","Richard Whitters",292,0.71
