"","SetCode","NoCopies","Winrate"
"1","MH2",9957,0.708
"2","LEA",4618,0.706
"3","ZEN",4593,0.714
"4","MH1",3163,0.711
"5","ONS",3029,0.708
"6","NEO",1950,0.713
"7","GPT",1662,0.712
"8","ELD",1358,0.713
"9","SNC",1179,0.708
"10","DIS",1130,0.717
"11","KLD",1127,0.703
"12","STX",1126,0.713
"13","RAV",1036,0.708
"14","CSP",933,0.7
"15","M20",919,0.722
"16","WAR",896,0.707
"17","MID",874,0.709
"18","5DN",850,0.704
"19","WWK",842,0.716
"20","LRW",778,0.707
"21","NPH",771,0.708
"22","SOM",768,0.711
"23","IKO",766,0.714
"24","ZNR",756,0.695
"25","FUT",755,0.699
"26","DMU",723,0.699
"27","THB",706,0.71
"28","AER",688,0.724
"29","DRK",671,0.708
"30","MRD",663,0.7
"31","ICE",587,0.727
"32","CMD",573,0.709
"33","AFR",545,0.717
"34","TSP",501,0.697
"35","ATQ",497,0.707
"36","ARB",488,0.699
"37","BRO",457,0.698
"38","KTK",448,0.704
"39","ONE",442,0.702
"40","VOW",423,0.715
"41","EMN",402,0.727
"42","AVR",395,0.707
"43","PLS",365,0.714
"44","ROE",365,0.706
"45","DKA",345,0.702
"46","RNA",340,0.71
"47","M11",340,0.694
"48","APC",322,0.737
"49","ORI",314,0.697
"50","CHK",308,0.704
"51","DGM",304,0.693
"52","PC2",296,0.71
"53","HOU",296,0.699
"54","ALA",293,0.705
"55","PLC",273,0.718
"56","M21",259,0.728
"57","AKH",256,0.713
"58","SHM",251,0.685
"59","DST",240,0.706
"60","KHM",212,0.704
"61","GTC",211,0.684
"62","SOK",189,0.714
"63","RTR",187,0.704
"64","CON",187,0.713
"65","MBS",178,0.712
"66","DOM",152,0.685
"67","OGW",146,0.707
"68","JOU",144,0.699
"69","M19",144,0.707
"70","XLN",137,0.708
"71","STH",132,0.719
"72","MIR",128,0.712
"73","SOI",126,0.712
"74","INV",121,0.665
"75","JUD",118,0.726
"76","ISD",112,0.686
"77","DTK",107,0.707
"78","M12",105,0.696
"79","BFZ",96,0.686
"80","GRN",94,0.704
"81","MOR",90,0.67
"82","BOK",72,0.719
"83","M13",67,0.667
"84","EVE",65,0.703
"85","FRF",33,0.654
"86","M10",24,0.716
"87","WTH",23,0.658
"88","C14",23,0.69
"89","M15",20,0.685
"90","ARN",16,0.792
"91","CN2",16,0.717
"92","TMP",10,0.636
"93","TOR",5,0.571
"94","USG",5,0.667
"95","P02",4,0.714
"96","LEG",2,0.636
