"","PLAYERS","NB_APPEARANCES","TOTAL_NB_MATCHES","WINRATE_AVERAGE","WINRATE_95_MIN","WINRATE_95_MAX","TOTAL_POINTS","ARCHETYPE_NAMES","ARCHETYPE_COUNT","URL"
"1","cws",7,53,0.716981132075472,0.576522562135038,0.832142224803466,114,"Gifts Storm","7","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-07-19#cws_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-12-0#cws_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-last-chance-2020-08-11#cws_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-16#cws_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-30#cws_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-31#cws_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-06#cws_th_place"
"2","Mateusf34",5,43,0.790697674418605,0.639575247905833,0.899558853322071,102,"Eldrazi Tron","5","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-07-26#mateusf_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-07-27#mateusf_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-12#mateusf_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-08-09#mateusf_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-09-14#mateusf_th_place"
"3","TSPJendrek",5,41,0.75609756097561,0.59695376337635,0.876367511604156,93,"Sultai Control","5","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-12#tspjendrek_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-last-chance-2020-08-11#tspjendrek_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-17#tspjendrek_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-06#tspjendrek_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-13#tspjendrek_th_place"
"4","Lavaridge",3,35,0.857142857142857,0.697428648309048,0.951939221596361,90,"Temur Control","3","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-07-20#lavaridge_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-07-27#lavaridge_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-08-09#lavaridge_st_place"
"5","nahuel10",6,42,0.69047619047619,0.529139371067883,0.823778917358045,87,"Bant Control; Gruul Midrange; Izzet Prowess","3; 1; 2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-07-19#nahuel_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-12#nahuel_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-17#nahuel_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-31#nahuel_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-13#nahuel_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-14#nahuel_th_place"
"6","musasabi",5,41,0.707317073170732,0.544626016834637,0.838701430285692,87,"Jund Midrange; Amulet Titan; Reclaimer Titan","1; 2; 2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-07-20#musasabi_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-16#musasabi_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-17#musasabi_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-07#musasabi_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-14#musasabi_th_place"
"7","SebastianStueckl",6,44,0.659090909090909,0.5008050107057,0.795082653030518,87,"Dredge; Gruul Midrange; Bogles; Boros Prowess; Obosh Aggro","1; 1; 1; 1; 2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-07-26#sebastianstueckl_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-10#sebastianstueckl_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-06#sebastianstueckl_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-07#sebastianstueckl_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-13#sebastianstueckl_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-14#sebastianstueckl_th_place"
"8","kanister",4,35,0.771428571428571,0.598636743892685,0.895789568052185,81,"Temur Control; Bant Control; Sultai Control; Humans","1; 1; 1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-07-19#kanister_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-16#kanister_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-07#kanister_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-14#kanister_st_place"
"9","kthanakit26",5,40,0.65,0.483155546351009,0.793717509129233,78,"Burn; Izzet Prowess","3; 2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-07-19#kthanakit_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-12-0#kthanakit_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-12#kthanakit_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-10#kthanakit_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-16#kthanakit_nd_place"
"10","Sodeq",4,35,0.742857142857143,0.567441150305962,0.875106028083238,78,"Dredge; Ad Nauseam","1; 3","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-08-09#sodeq_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-16#sodeq_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-07#sodeq_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-13#sodeq_th_place"
"11","Kuhb",4,35,0.714285714285714,0.53695535544558,0.853645254720941,75,"Gifts Storm; Izzet Prowess; Devoted","1; 1; 2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-07-26#kuhb_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-08-09#kuhb_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-13#kuhb_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-09-14#kuhb_th_place"
"12","_Batutinha_",4,34,0.705882352941177,0.525218939659514,0.849016335576972,72,"Izzet Prowess; Jund Shadow; Bant Control","1; 2; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-07-20#_batutinha__th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-08-09#_batutinha__th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-10#_batutinha__th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-14#_batutinha__th_place"
"13","Toastxp",4,32,0.71875,0.532528900357065,0.862543096704498,69,"Jund Shadow; Rakdos Prowess; Bant Control; Reclaimer Titan","1; 1; 1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-07-19#toastxp_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-last-chance-2020-08-11#toastxp_-; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-16#toastxp_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-06#toastxp_th_place"
"14","exoticherman",4,31,0.741935483870968,0.553866065665103,0.881436004170449,69,"Rakdos Prowess; Mardu Prowess","3; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-07-26#exoticherman_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-12-0#exoticherman_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-16#exoticherman_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-30#exoticherman_th_place"
"15","Gigy",4,31,0.67741935483871,0.48627017040725,0.833176362577041,63,"Gruul Midrange; Naya Midrange","3; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-07-19#gigy_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-16#gigy_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-17#gigy_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-06#gigy_rd_place"
"16","MrRaeb",4,32,0.65625,0.468068963719731,0.814280908283434,63,"Sultai Control; Gruul Midrange; Uroza","1; 2; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-07-19#mrraeb_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-12#mrraeb_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-10#mrraeb_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-14#mrraeb_nd_place"
"17","qbturtle15",3,27,0.777777777777778,0.577416939955621,0.913783060052433,63,"Jund Midrange; Gruul Midrange","1; 2","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-12-0#qbturtle_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-30#qbturtle_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-13#qbturtle_rd_place"
"18","Oscar_Franco",4,29,0.689655172413793,0.49167664619001,0.847154060391368,60,"Jund Midrange","4","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-07-26#oscar_franco_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-12-0#oscar_franco_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-10#oscar_franco_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-08-31#oscar_franco_th_place"
