"","CardNames","DeckCount","WinrateAverage"
"1","Mystical Dispute",164,74.1
"2","Engineered Explosives",151,73.4
"3","Endurance",147,72.1
"4","Force of Vigor",138,73.1
"5","Flusterstorm",131,74
"6","Unlicensed Hearse",114,74.1
"7","Chalice of the Void",108,71.5
"8","Dress Down",108,74.2
"9","Subtlety",107,73.3
"10","Magus of the Moon",98,72.4
"11","Veil of Summer",92,71.1
"12","Relic of Progenitus",85,73.8
"13","Pithing Needle",84,71.1
"14","Blood Moon",80,74.4
"15","Yorion, Sky Nomad",68,71.1
"16","Fury",68,72.9
"17","Tormod's Crypt",63,72.4
"18","Boseiju, Who Endures",61,73.7
"19","Jace, the Mind Sculptor",60,75.4
"20","Spell Pierce",52,70.5
"21","Emrakul, the Promised End",50,71.4
"22","Meddling Mage",47,69.5
"23","Soul-Guide Lantern",45,71.5
"24","Path to Exile",41,71.3
"25","Alpine Moon",40,71.7
"26","Sanctifier en-Vec",39,69.8
"27","Lavinia, Azorius Renegade",39,71.9
"28","Tourach, Dread Cantor",37,71.4
"29","March of Otherworldly Light",35,73.1
"30","Jegantha, the Wellspring",34,72.3
"31","Dovin's Veto",32,70.3
"32","Knight of Autumn",29,67.5
"33","Foundation Breaker",28,71.8
"34","Thoughtseize",27,73.5
"35","Leyline of the Void",27,72.3
"36","Ensnaring Bridge",26,70.3
"37","Liquimetal Coating",26,70.4
"38","Supreme Verdict",25,73.5
"39","Necromentia",25,72.1
"40","Rest in Peace",25,71.8
"41","Hushbringer",25,73
"42","Roiling Vortex",25,69
"43","Walking Ballista",24,69.8
"44","Leyline of Sanctity",24,72.3
"45","Dismember",24,73.9
"46","Deflecting Palm",24,68
"47","Sundering Titan",23,71.4
"48","Smash to Smithereens",23,67.8
"49","Crime // Punishment",22,71.9
"50","Teferi, Time Raveler",22,70.7
