"","SetCode","NoCopies","Winrate"
"1","MH2",5285,0.723
"2","ZEN",2220,0.726
"3","MH1",2106,0.723
"4","LEA",2045,0.725
"5","ONS",1618,0.723
"6","NEO",887,0.726
"7","ELD",882,0.734
"8","WAR",725,0.71
"9","GPT",713,0.727
"10","WWK",673,0.726
"11","RAV",671,0.715
"12","SNC",667,0.726
"13","M20",617,0.708
"14","KLD",612,0.73
"15","DIS",598,0.715
"16","STX",597,0.739
"17","ZNR",592,0.714
"18","ICE",571,0.718
"19","MRD",502,0.7
"20","FUT",496,0.722
"21","CSP",482,0.743
"22","LRW",455,0.714
"23","AVR",449,0.717
"24","ATQ",431,0.711
"25","5DN",405,0.728
"26","SOM",399,0.701
"27","NPH",377,0.718
"28","THB",375,0.715
"29","TSP",362,0.726
"30","IKO",356,0.714
"31","MID",354,0.734
"32","EMN",342,0.727
"33","PLS",298,0.705
"34","ARB",270,0.739
"35","AER",270,0.702
"36","CMD",264,0.739
"37","DKA",243,0.726
"38","ROE",238,0.698
"39","DRK",228,0.735
"40","M11",213,0.73
"41","KTK",202,0.686
"42","CHK",201,0.702
"43","ALA",197,0.722
"44","RNA",191,0.706
"45","AFR",188,0.706
"46","PC2",184,0.737
"47","GTC",177,0.671
"48","SHM",159,0.693
"49","DST",149,0.708
"50","M21",144,0.727
"51","RTR",141,0.724
"52","PLC",140,0.729
"53","MBS",129,0.715
"54","OGW",123,0.694
"55","APC",122,0.724
"56","SOK",119,0.71
"57","JOU",116,0.681
"58","AKH",114,0.739
"59","HOU",96,0.75
"60","MIR",96,0.729
"61","STH",95,0.703
"62","SOI",87,0.74
"63","ISD",87,0.699
"64","GRN",86,0.699
"65","CON",85,0.712
"66","M19",81,0.708
"67","INV",77,0.718
"68","DOM",76,0.697
"69","BFZ",75,0.716
"70","EVE",59,0.72
"71","VOW",56,0.723
"72","DTK",43,0.737
"73","MOR",42,0.738
"74","DGM",37,0.718
"75","ULG",36,0.673
"76","XLN",32,0.677
"77","FRF",30,0.719
"78","JUD",28,0.736
"79","KHM",23,0.718
"80","WTH",21,0.727
"81","ARN",20,0.74
"82","M15",19,0.767
"83","C14",17,0.681
"84","M10",17,0.667
"85","M12",17,0.652
"86","M13",15,0.719
"87","ORI",12,0.607
"88","TMP",11,0.657
"89","TOR",10,0.727
"90","THS",7,0.65
"91","RIX",7,0.688
"92","BOK",6,0.846
"93","P02",5,0.769
"94","PTK",4,0.6
"95","SCG",2,0.667
"96","NEM",2,0.6
"97","USG",2,0.6
"98","LEG",1,0.571
