"","Artist","NoCopies","Winrate"
"1","Rob Alexander",2695,0.721
"2","Anastasia Ovchinnikova",1305,0.729
"3","Christopher Rush",1109,0.723
"4","Mark Poole",862,0.729
"5","Shelly Wan",648,0.733
"6","Chippy",590,0.739
"7","Adam Paquette",557,0.731
"8","Eric Deschamps",552,0.72
"9","John Stanko",536,0.715
"10","Simon Dominic",517,0.739
"11","Kari Christensen",490,0.737
"12","Philip Straub",484,0.73
"13","Vincent Proce",473,0.72
"14","Alayna Danner",464,0.737
"15","Jason Chan",422,0.729
"16","Chris Rallis",415,0.71
"17","Vance Kovacs",409,0.725
"18","Titus Lunter",399,0.709
"19","Ekaterina Burmak",393,0.74
"20","Randy Vargas",392,0.728
"21","Mila Pesic",382,0.738
"22","Anthony S. Waters",367,0.709
"23","Chris Ostrowski",364,0.722
"24","John Avon",359,0.725
"25","Chase Stone",358,0.711
"26","Aleksi Briclot",358,0.726
"27","Mark Zug",351,0.722
"28","Raoul Vitale",342,0.718
"29","Chris Rahn",335,0.718
"30","Cyril Van Der Haegen",333,0.71
"31","Izzy",330,0.723
"32","Evan Shipard",321,0.711
"33","Raymond Swanland",318,0.708
"34","Franz Vohwinkel",310,0.717
"35","Anson Maddocks",295,0.725
"36","Ron Spears",292,0.726
"37","Kev Walker",289,0.711
"38","Zezhou Chen",287,0.745
"39","Ryan Pancoast",283,0.706
"40","Lucas Graciano",275,0.732
"41","Martina Fackova",272,0.751
"42","Howard Lyon",263,0.733
"43","Yeong-Hao Han",263,0.705
"44","Erica Yang",262,0.738
"45","Iain McCaig",261,0.739
"46","Svetlin Velinov",251,0.705
"47","Lake Hurwitz",251,0.713
"48","Jonas De Ro",237,0.712
"49","Cliff Childs",234,0.712
"50","Pete Venters",231,0.7
"51","Mark Tedin",230,0.688
"52","Chris Seaman",229,0.736
"53","Douglas Shuler",220,0.713
"54","Sam Burley",203,0.716
"55","Jason Rainville",201,0.736
"56","Greg Staples",200,0.72
"57","Bastien L. Deharme",198,0.712
"58","Tom Wänerstrand",197,0.738
"59","Paul Scott Canavan",188,0.718
"60","Jean-Sébastien Rossbach",188,0.721
"61","Terese Nielsen",184,0.719
"62","Kieran Yanner",183,0.717
"63","James Paick",181,0.691
"64","Steven Belledin",180,0.711
"65","Richard Whitters",175,0.735
"66","Warren Mahy",175,0.707
"67","Filip Burburan",173,0.713
"68","Steve Argyle",172,0.694
"69","Dmitry Burmak",171,0.729
"70","Jung Park",164,0.721
"71","Campbell White",164,0.716
"72","Jesper Myrfors",158,0.715
"73","Nils Hamm",157,0.718
"74","Mike Bierek",153,0.732
"75","Johan Grenier",148,0.689
"76","Amy Weber",144,0.72
"77","Yongjae Choi",144,0.728
"78","Martina Pilcerova",142,0.721
"79","Wisnu Tan",137,0.699
"80","Matt Stewart",133,0.734
"81","Pat Morrissey",133,0.704
"82","Greg Hildebrandt",131,0.715
"83","David Martin",129,0.722
"84","Johannes Voss",129,0.712
"85","Christine Choi",121,0.755
"86","Adam Rex",121,0.72
"87","Scott Murphy",119,0.745
"88","Tomasz Jedruszek",118,0.706
"89","Lars Grant-West",117,0.711
"90","Richard Wright",114,0.737
"91","Dave Kendall",111,0.689
"92","Heather Hudson",110,0.716
"93","Zoltan Boros",110,0.692
"94","Seb McKinnon",108,0.726
"95","Nicholas Gregory",106,0.755
"96","Michael Sutfin",106,0.677
"97","Mark Winters",104,0.718
"98","John Matson",100,0.716
"99","Todd Lockwood",99,0.718
"100","Heonhwa Choe",98,0.677
"101","Jaime Jones",94,0.722
"102","Dan Scott",93,0.737
"103","Dan Frazier",89,0.727
"104","Joseph Meehan",87,0.715
"105","Daniel Ljunggren",85,0.703
"106","Randy Gallegos",85,0.722
"107","Daarken",84,0.72
"108","DiTerlizzi",76,0.714
"109","Craig J Spearing",74,0.745
"110","Christopher Moeller",73,0.699
"111","Tomas Giorello",67,0.722
"112","Cynthia Sheppard",65,0.72
"113","Wesley Burt",64,0.695
"114","Jason A. Engle",62,0.717
"115","Scott M. Fischer",62,0.691
"116","Noah Bradley",61,0.723
"117","Volkan Baǵa",61,0.739
"118","Victor Adame Minguez",55,0.73
"119","Jim Nelson",55,0.696
"120","Alex Horley-Orlandelli",54,0.697
"121","Luca Zontini",53,0.698
"122","Jason Felix",53,0.678
"123","Fred Fields",52,0.74
"124","Matt Thompson",47,0.699
"125","Lucas Staniec",46,0.729
"126","Alexander Forssberg",44,0.708
"127","Darrell Riche",44,0.727
"128","Michael Komarck",43,0.722
"129","Jeff Miracola",42,0.732
"130","Carl Critchlow",40,0.7
"131","Nicholas Elias",40,0.694
"132","Johann Bodin",40,0.711
"133","Karl Kopinski",37,0.737
"134","Chris Cold",37,0.704
"135","Sidharth Chaturvedi",37,0.694
"136","Austin Hsu",36,0.712
"137","Justin Murray",36,0.684
"138","Deruchenko Alexander",36,0.691
"139","Mathias Kollros",36,0.695
"140","Antonio José Manzanedo",35,0.72
"141","Magali Villeneuve",35,0.706
"142","Livia Prima",34,0.703
"143","Khang Le",33,0.74
"144","Lie Setiawan",32,0.721
"145","Lius Lasahido",32,0.679
"146","Eric Fortune",30,0.711
"147","Mark Brill",30,0.686
"148","Don Hazeltine",30,0.695
"149","Zoltan Boros & Gabor Szikszai",29,0.726
"150","Tommy Arnold",28,0.72
"151","Sam Wood",28,0.705
"152","Wayne England",27,0.723
"153","Jim Murray",27,0.72
"154","Stephen Tappin",26,0.691
"155","Grzegorz Rutkowski",26,0.707
"156","Jokubas Uogintas",26,0.688
"157","Jesper Ejsing",25,0.696
"158","Andrew Mar",22,0.686
"159","Igor Kieryluk",22,0.737
"160","Joe Slucher",21,0.706
"161","Kasia 'Kafis' Zielińska",21,0.667
"162","Sarah Finnigan",20,0.723
"163","Brom",20,0.738
"164","Dimitar Marinski",20,0.7
"165","Jake Murray",20,0.649
"166","Milivoj Ćeran",17,0.676
"167","Donato Giancola",17,0.618
"168","rk post",17,0.714
"169","Ilse Gort",16,0.7
"170","Tony Szczudlo",16,0.7
"171","Winona Nelson",14,0.76
"172","John Howe",14,0.778
"173","Rebecca Guay",14,0.706
"174","Steve Prescott",14,0.667
"175","Julian Kok Joon Wen",13,0.765
"176","Viko Menezes",13,0.72
"177","Min Yum",13,0.733
"178","Mark A. Nelson",13,0.667
"179","Lindsey Look",13,0.633
"180","Sung Choi",12,0.737
"181","Edward P. Beard, Jr.",12,0.786
"182","Inka Schulz",12,0.714
"183","Jakub Kasper",12,0.643
"184","Drew Tucker",12,0.722
"185","Dave Allsop",12,0.688
"186","G-host Lee",12,0.717
"187","Fiona Hsieh",11,0.75
"188","Florian de Gesincourt",11,0.741
"189","Michael Phillippi",11,0.739
"190","Richard Kane Ferguson",11,0.714
"191","Chuck Lukacs",11,0.7
"192","Caio Monteiro",10,0.75
"193","Mitchell Malloy",10,0.737
"194","Ralph Horsley",10,0.739
"195","Ryan Yee",10,0.609
"196","Slawomir Maniak",10,0.632
"197","Hideaki Takamura",9,0.75
"198","Bryan Sola",9,0.786
"199","Bud Cook",9,0.75
"200","Robin Olausson",9,0.696
"201","Wayne Reynolds",9,0.632
"202","Zack Stella",8,0.686
"203","Thomas M. Baxa",8,0.702
"204","Jana Schirmer",8,0.75
"205","Dominick Domingo",8,0.778
"206","E. M. Gist",8,0.778
"207","Kimonas Theodossiou",8,0.636
"208","David Hudnut",8,0.583
"209","Charles Urbach",7,0.731
"210","Ben Thompson",7,0.778
"211","Hugh Jamieson",7,0.778
"212","Tyler Jacobson",6,0.8
"213","Matt Cavotta",6,0.676
"214","D. Alexander Gregory",5,0.778
"215","Brian Snõddy",5,0.714
"216","Jana Schirmer & Johannes Voss",5,0.6
"217","Dallas Williams",4,0.767
"218","Olivier Bernard",4,0.706
"219","Anthony Palumbo",4,0.8
"220","Daren Bader",4,0.8
"221","Iris Compiet",4,0.8
"222","Bram Sels",4,0.8
"223","Josu Hernaiz",4,0.6
"224","Allen Williams",4,0.625
"225","Scott Hampton",4,0.625
"226","Pauline Voss",4,0.6
"227","Micah Epstein",4,0.6
"228","Mitsuaki Sagiri",4,0.6
"229","Ben Maier",4,0.6
"230","PINDURSKI",4,0.6
"231","Sam White",3,0.739
"232","Maria Zolotukhina",3,0.818
"233","Yohann Schepacz",3,0.722
"234","Jeremy Jarvis",3,0.7
"235","David Auden Nash",3,0.667
"236","Anthony Francisco",3,0.6
"237","Scott Chou",3,0.667
"238","Uriah Voth",3,0.75
"239","Nicola Leonard",3,0.571
"240","Mike Dringenberg",2,0.8
"241","Eytan Zana",2,0.778
"242","Caroline Gariba",2,0.625
"243","Jama Jurabaev",2,0.75
"244","Jeremy Enecio",2,0.667
"245","Alan Pollack",2,0.667
"246","Michael Bruinsma",2,0.8
"247","Steve Ellis",2,0.6
"248","Zara Alfonso",2,0.625
"249","Shreya Shetty",2,0.636
"250","Sara Winters",2,0.571
"251","Jehan Choo",2,0.636
"252","Piotr Dura",2,0.6
"253","Andreas Rocha",2,0.6
"254","Lawrence Snelly",2,0.6
"255","Larry MacDougall",2,0.6
"256","Robh Ruppel",1,0.8
"257","Phil Foglio",1,0.75
"258","Clint Cearley",1,0.75
"259","Rovina Cai",1,0.8
"260","Sandra Everingham",1,0.8
"261","Billy Christian",1,0.625
"262","Willian Murai",1,0.75
"263","Brandon Kitkouski",1,0.75
"264","Ravenna Tran",1,0.571
"265","Bryon Wackwitz",1,0.571
