"","CardNames","DeckCount","WinrateAverage"
"1","Aether Gust",2,87.5
"2","Feather, the Redeemed",1,87.5
"3","Maximize Velocity",1,87.5
"4","Shatterskull Smashing",1,87.5
"5","Bomat Courier",1,87.5
"6","Hullbreaker Horror",2,85
"7","Thought Distortion",2,85
"8","Hieroglyphic Illumination",2,85
"9","March of Wretched Sorrow",2,85
"10","Torrential Gearhulk",3,82.1
"11","Negate",3,82.1
"12","Sinister Sabotage",3,82.1
"13","Soul Shatter",3,82.1
"14","Tainted Indulgence",3,82.1
"15","Clearwater Pathway",4,81.1
"16","Sacred Foundry",5,80
"17","Dreadhorde Arcanist",4,80
"18","Favored Hoplite",4,80
"19","Illuminator Virtuoso",4,80
"20","Ancestral Anger",4,80
"21","Homestead Courage",4,80
"22","Defiant Strike",4,80
"23","Gods Willing",4,80
"24","Invigorated Rampage",4,80
"25","Sejiri Shelter",4,80
"26","Agent of Treachery",1,80
"27","Rip Apart",1,80
"28","Transmogrify",1,80
"29","Chained to the Rocks",1,80
"30","Fires of Invention",1,80
"31","The Birth of Meletis",1,80
"32","Ketria Triome",1,80
"33","Cut // Ribbons",1,80
"34","Battlefield Forge",5,79.4
"35","Inspiring Vantage",5,79.4
"36","Needleverge Pathway",5,79.4
"37","Yavimaya Coast",4,78.9
"38","Xander's Lounge",2,78.9
"39","Cave of the Frost Dragon",2,78.6
"40","Anger of the Gods",2,78.6
"41","Esika's Chariot",2,78.6
"42","Reckless Rage",5,78.4
"43","Dig Through Time",8,78.2
"44","Fetid Pools",4,77.8
"45","Jace, Wielder of Mysteries",1,77.8
"46","Sorin, Imperious Bloodlord",1,77.8
"47","Corpse Appraiser",1,77.8
"48","Evelyn, the Covetous",1,77.8
"49","Shipwreck Marsh",1,77.8
"50","Implement of Combustion",1,77.8
