"","SetCode","NoCopies","Winrate"
"1","LEA",1000,0.731
"2","MID",634,0.735
"3","ELD",596,0.732
"4","WAR",558,0.733
"5","M20",520,0.727
"6","NEO",503,0.736
"7","KHM",461,0.726
"8","AFR",445,0.732
"9","THS",390,0.734
"10","SNC",385,0.736
"11","ZNR",335,0.748
"12","VOW",321,0.735
"13","KLD",264,0.736
"14","THB",241,0.733
"15","ICE",240,0.71
"16","SOI",218,0.727
"17","RTR",208,0.724
"18","OGW",199,0.734
"19","KTK",197,0.737
"20","DIS",193,0.728
"21","AKH",180,0.752
"22","AER",172,0.735
"23","M14",170,0.729
"24","IKO",167,0.746
"25","GRN",167,0.735
"26","DOM",153,0.731
"27","M21",149,0.719
"28","RNA",137,0.736
"29","XLN",133,0.734
"30","LRW",133,0.736
"31","M19",129,0.726
"32","STX",127,0.734
"33","EMN",124,0.737
"34","INV",123,0.72
"35","DTK",120,0.743
"36","GPT",115,0.727
"37","M10",114,0.729
"38","RAV",113,0.74
"39","RIX",112,0.724
"40","DGM",90,0.726
"41","HOU",87,0.743
"42","ORI",74,0.714
"43","JOU",63,0.722
"44","TSP",50,0.714
"45","BFZ",49,0.729
"46","FRF",47,0.742
"47","GTC",44,0.735
"48","ZEN",42,0.708
"49","DKA",32,0.723
"50","PTK",28,0.714
"51","MRD",28,0.744
"52","APC",27,0.763
"53","PLC",24,0.739
"54","MOR",22,0.753
"55","M11",18,0.727
"56","ISD",17,0.725
"57","BNG",9,0.76
"58","M13",7,0.744
"59","CMD",4,0.75
"60","LEG",4,0.75
"61","ROE",4,0.714
