"","CardNames","DeckCount","Winrate95Min"
"1","Sejiri Shelter",24,69.5
"2","Illuminator Virtuoso",24,69.3
"3","Eiganjo, Seat of the Empire",84,69.3
"4","Sokenzan, Crucible of Defiance",154,69.3
"5","Otawara, Soaring City",169,69.3
"6","Mountain",134,68.9
"7","Sacred Foundry",29,68.8
"8","Haunted Ridge",85,68.7
"9","Plains",89,68.7
"10","Island",155,68.7
"11","Homestead Courage",25,68.6
"12","Invigorated Rampage",25,68.6
"13","Slip Out the Back",26,68.6
"14","Hengegate Pathway",47,68.6
"15","Bloodtithe Harvester",71,68.6
"16","Fable of the Mirror-Breaker",83,68.6
"17","Hive of the Eye Tyrant",88,68.6
"18","Blightstep Pathway",92,68.6
"19","Swamp",108,68.6
"20","Collected Company",32,68.5
"21","Blood Crypt",101,68.5
"22","Den of the Bugbear",120,68.5
"23","Sorin the Mirthless",41,68.4
"24","Takenuma, Abandoned Mire",82,68.4
"25","Fatal Push",104,68.4
"26","Battlefield Forge",27,68.3
"27","Needleverge Pathway",27,68.3
"28","Spectral Sailor",47,68.3
"29","Dreadbore",77,68.3
"30","Favored Hoplite",26,68.2
"31","Ancestral Anger",26,68.2
"32","Defiant Strike",26,68.2
"33","Gods Willing",26,68.2
"34","Botanical Sanctum",38,68.2
"35","Mausoleum Wanderer",51,68.2
"36","Rattlechains",51,68.2
"37","Shacklegeist",51,68.2
"38","Supreme Phantom",51,68.2
"39","Monastery Swiftspear",57,68.2
"40","Inspiring Vantage",29,68
"41","Kroxa, Titan of Death's Hunger",77,68
"42","Urborg, Tomb of Yawgmoth",85,68
"43","Chandra, Torch of Defiance",64,67.9
"44","Castle Locthwain",64,67.9
"45","Bonecrusher Giant",95,67.9
"46","Thoughtseize",76,67.8
"47","Hall of Storm Giants",108,67.8
"48","Reckless Rage",31,67.7
"49","Boseiju, Who Endures",121,67.7
"50","Dreadhorde Arcanist",23,67.6
