"","CardNames","DeckCount","Winrate95Min"
"1","Unlicensed Hearse",196,70.5
"2","Portable Hole",53,69.6
"3","Mystical Dispute",187,69.1
"4","Aether Gust",142,69
"5","Light of Hope",5,68.7
"6","Reidane, God of the Worthy",19,68.7
"7","Witness Protection",24,68.7
"8","Damping Sphere",165,68.6
"9","Lava Coil",81,68.5
"10","Disdainful Stroke",109,68.5
"11","Rending Volley",80,68
"12","Go Blank",84,67.9
"13","Jegantha, the Wellspring",48,67.4
"14","Kolaghan's Command",38,67.3
"15","Spell Pierce",51,67.2
"16","Alpine Moon",72,67.2
"17","Fry",50,67.1
"18","Pithing Needle",108,67.1
"19","Thoughtseize",45,67
"20","Noxious Grasp",62,66.9
"21","Skysovereign, Consul Flagship",89,66.9
"22","Tormod's Crypt",89,66.8
"23","God-Pharaoh's Statue",87,66.6
"24","Meteor Golem",84,66.5
"25","Abrade",50,66.4
"26","Duress",55,66.4
"27","Pestilent Cauldron",85,66.4
"28","Chandra's Defeat",32,66.2
"29","Adanto Vanguard",19,66.1
"30","Thing in the Ice",9,65.8
"31","Dovin's Veto",31,65.8
"32","Voracious Hydra",61,65.8
"33","Invoke Despair",32,65.7
"34","Showdown of the Skalds",13,65.6
"35","Fight as One",20,65.6
"36","Brutal Cathar",9,65.5
"37","Weathered Runestone",20,65.5
"38","Rest in Peace",48,65.5
"39","Darksteel Citadel",32,65.4
"40","Dream Trawler",29,65.4
"41","Redcap Melee",24,65.3
"42","Brazen Borrower",25,65.3
"43","Narset's Reversal",37,65.3
"44","Sunset Revelry",14,65.2
"45","Kalitas, Traitor of Ghet",28,65.2
"46","The Immortal Sun",40,65.1
"47","Skylasher",50,65.1
"48","Treasure Vault",52,65.1
"49","Heart of Kiran",26,65
"50","The Chain Veil",39,64.9
