"","SetCode","NoCopies","Winrate"
"1","LEA",2796,0.715
"2","MID",2097,0.717
"3","ELD",1903,0.717
"4","NEO",1710,0.719
"5","WAR",1556,0.713
"6","M20",1552,0.714
"7","AFR",1485,0.719
"8","KHM",1468,0.721
"9","SNC",1386,0.725
"10","ZNR",1132,0.721
"11","VOW",1104,0.724
"12","THS",1093,0.716
"13","KLD",932,0.717
"14","KTK",825,0.719
"15","THB",762,0.712
"16","SOI",735,0.725
"17","ICE",687,0.716
"18","DIS",650,0.721
"19","RTR",618,0.713
"20","AER",597,0.724
"21","OGW",593,0.716
"22","GRN",585,0.712
"23","IKO",572,0.72
"24","AKH",567,0.708
"25","M14",490,0.71
"26","XLN",444,0.719
"27","DOM",443,0.716
"28","LRW",434,0.721
"29","M21",427,0.727
"30","INV",417,0.708
"31","RAV",410,0.716
"32","STX",410,0.712
"33","DTK",405,0.728
"34","M19",399,0.717
"35","GPT",385,0.715
"36","EMN",383,0.729
"37","RIX",353,0.724
"38","M10",298,0.703
"39","RNA",279,0.707
"40","ORI",256,0.717
"41","DGM",252,0.708
"42","HOU",217,0.721
"43","JOU",185,0.704
"44","TSP",164,0.712
"45","GTC",144,0.729
"46","APC",139,0.736
"47","FRF",138,0.725
"48","ZEN",135,0.709
"49","PTK",127,0.707
"50","USG",122,0.715
"51","BFZ",100,0.693
"52","DKA",91,0.705
"53","DRK",91,0.706
"54","PLC",85,0.719
"55","MOR",76,0.717
"56","MRD",72,0.72
"57","ISD",55,0.698
"58","M15",51,0.711
"59","M11",40,0.714
"60","DST",36,0.723
"61","BNG",27,0.731
"62","CMD",19,0.727
"63","M13",16,0.724
"64","M12",12,0.6
"65","ATQ",4,0.778
"66","LEG",4,0.75
"67","ROE",4,0.714
"68","PLS",4,0.6
