"","CardNames","DeckCount","Winrate95Min"
"1","Scalding Tarn",43,59.7
"2","Volcanic Island",38,58.6
"3","Mountain",10,58.4
"4","Expressive Iteration",27,58.3
"5","Ponder",48,58.3
"6","Polluted Delta",38,58.2
"7","Brainstorm",49,58.2
"8","Misty Rainforest",53,58.1
"9","Flooded Strand",43,58
"10","Endbringer",3,57.8
"11","Matter Reshaper",3,57.8
"12","Reality Smasher",3,57.8
"13","Thought-Knot Seer",3,57.8
"14","All Is Dust",3,57.8
"15","Warping Wail",3,57.8
"16","Eldrazi Temple",3,57.8
"17","Ulamog, the Ceaseless Hunger",5,57.8
"18","Cloudpost",5,57.8
"19","Eye of Ugin",5,57.8
"20","Glimmerpost",5,57.8
"21","Vesuva",5,57.8
"22","Tundra",25,57.7
"23","Murktide Regent",24,57.7
"24","Ragavan, Nimble Pilferer",24,57.7
"25","Force of Will",51,57.7
"26","Grim Monolith",6,57.2
"27","Tropical Island",16,57.2
"28","City of Traitors",19,57.2
"29","Daze",33,57.2
"30","Wasteland",40,57.1
"31","Retrofitter Foundry",17,56.8
"32","Swords to Plowshares",24,56.8
"33","Karn, the Great Creator",9,56.6
"34","Prismatic Ending",22,56.6
"35","Lightning Bolt",16,56
"36","Karakas",35,56
"37","Bonecrusher Giant",5,55.9
"38","Walking Ballista",8,55.9
"39","Ancient Tomb",24,55.9
"40","Chalice of the Void",11,55.6
"41","Force of Negation",21,55.6
"42","Simian Spirit Guide",11,55.4
"43","Urza's Saga",28,55.4
"44","Verdant Catacombs",14,55.2
"45","Dragon's Rage Channeler",20,55
"46","Lotus Petal",24,54.9
"47","Dark Ritual",12,54.8
"48","Uro, Titan of Nature's Wrath",13,54.8
"49","Yavimaya, Cradle of Growth",14,54.8
"50","Wooded Foothills",22,54.8
