"","CardNames","DeckCount","Winrate95Min"
"1","Prismatic Ending",17,58.1
"2","Force of Negation",38,58.1
"3","Warping Wail",3,57.8
"4","Ratchet Bomb",3,57.8
"5","Spatial Contortion",3,57.8
"6","Walking Ballista",6,57.2
"7","Pyroblast",42,57
"8","Hydroblast",18,56.8
"9","Pithing Needle",18,56.8
"10","Ensnaring Bridge",9,56.6
"11","Tormod's Crypt",9,56.6
"12","Leyline of the Void",20,56.6
"13","Liquimetal Coating",8,56.1
"14","Mycosynth Lattice",8,56.1
"15","Dead // Gone",5,55.9
"16","Red Elemental Blast",32,55.3
"17","Torpor Orb",18,54.7
"18","Sorcerous Spyglass",4,54.1
"19","Surgical Extraction",28,54.1
"20","Endurance",24,54
"21","Karakas",15,53.9
"22","Grafdigger's Cage",18,53.6
"23","Containment Priest",13,53.1
"24","Null Rod",13,52.9
"25","Izzet Staticaster",9,52.6
"26","Carpet of Flowers",10,52.2
"27","Force of Vigor",20,52.2
"28","Meddling Mage",9,51.9
"29","Ethersworn Canonist",14,51.9
"30","Abrade",17,51.7
"31","True-Name Nemesis",6,51.5
"32","Submerge",11,51.5
"33","Fiery Confluence",4,51.3
"34","Alpine Moon",7,51
"35","Meltdown",13,51
"36","Magus of the Moon",8,50.6
"37","Collector Ouphe",9,50.6
"38","Wasteland",7,50.4
"39","Trinisphere",3,49.8
"40","Sulfur Elemental",3,49.8
"41","Wear // Tear",4,49.8
"42","Field of the Dead",4,49.8
"43","Mindbreak Trap",6,49.8
"44","Deafening Silence",8,49.6
"45","Blood Moon",5,49.5
"46","Flusterstorm",14,49.5
"47","Thoughtseize",9,48.2
"48","Archetype of Endurance",3,47.8
"49","Serenity",3,47.8
"50","Shenanigans",3,47.8
