"","Artist","NoCopies","Winrate"
"1","Rob Alexander",358,0.635
"2","Christopher Rush",327,0.634
"3","Terese Nielsen",309,0.621
"4","Mark Tedin",243,0.629
"5","Jesper Myrfors",183,0.646
"6","Anastasia Ovchinnikova",175,0.642
"7","Brian Snõddy",152,0.632
"8","Una Fricker",136,0.634
"9","Kaja Foglio",130,0.644
"10","Shelly Wan",126,0.633
"11","Matthew D. Wilson",126,0.638
"12","Philip Straub",122,0.656
"13","John Stanko",120,0.66
"14","Jeff A. Menges",108,0.647
"15","Paul Scott Canavan",103,0.642
"16","Titus Lunter",101,0.634
"17","Simon Dominic",100,0.647
"18","April Lee",95,0.616
"19","Svetlin Velinov",92,0.644
"20","Colin MacNeil",88,0.638
"21","Lucas Graciano",83,0.655
"22","Kev Walker",83,0.64
"23","Mark Zug",82,0.621
"24","Anson Maddocks",82,0.629
"25","Martina Fackova",78,0.637
"26","Randy Vargas",74,0.615
"27","John Avon",71,0.612
"28","Nicola Leonard",68,0.624
"29","Dan Frazier",68,0.603
"30","Pete Venters",66,0.661
"31","Adam Rex",65,0.647
"32","Igor Kieryluk",63,0.631
"33","Victor Adame Minguez",62,0.675
"34","DiTerlizzi",61,0.61
"35","Jason Chan",60,0.63
"36","Donato Giancola",57,0.641
"37","Vincent Proce",55,0.667
"38","Chippy",52,0.649
"39","Anthony S. Waters",52,0.625
"40","Aleksi Briclot",52,0.613
"41","Izzy",52,0.635
"42","David Rapoza",51,0.619
"43","Christopher Moeller",51,0.621
"44","Sandra Everingham",50,0.649
"45","Daniel Ljunggren",45,0.665
"46","Jerry Tiritilli",45,0.58
"47","Vance Kovacs",42,0.655
"48","Nils Hamm",42,0.617
"49","Volkan Baǵa",42,0.65
"50","Eric Deschamps",41,0.635
"51","Richard Thomas",41,0.625
"52","Mark Poole",40,0.625
"53","Matt Stewart",37,0.614
"54","Martina Pilcerova",36,0.683
"55","Tom Wänerstrand",36,0.679
"56","Greg Staples",36,0.619
"57","Margaret Organ-Kean",36,0.639
"58","James Paick",34,0.708
"59","Scott M. Fischer",34,0.663
"60","Dave DeVries",33,0.671
"61","Franz Vohwinkel",33,0.591
"62","Jonas De Ro",33,0.607
"63","Wisnu Tan",32,0.69
"64","Stephan Martiniere",32,0.597
"65","D. Alexander Gregory",32,0.606
"66","Rebecca Guay",31,0.614
"67","Ron Spears",30,0.612
"68","Jeff Laubenstein",30,0.611
"69","Cliff Childs",29,0.642
"70","Lake Hurwitz",29,0.644
"71","Douglas Shuler",28,0.705
"72","Jason Rainville",28,0.678
"73","Tim Hildebrandt",28,0.651
"74","Kieran Yanner",28,0.705
"75","Chris Rahn",26,0.646
"76","Dany Orizio",26,0.627
"77","Jesper Ejsing",26,0.586
"78","Harold McNeill",25,0.656
"79","Jim Nelson",25,0.607
"80","Pat Morrissey",25,0.626
"81","Nicholas Gregory",25,0.629
"82","Filip Burburan",25,0.623
"83","Michael Komarck",24,0.7
"84","Adam Paquette",24,0.625
"85","Gabor Szikszai",24,0.627
