"","SetCode","NoCopies","Winrate"
"1","MH2",688,0.643
"2","LEA",681,0.64
"3","ICE",427,0.635
"4","ZEN",350,0.635
"5","TMP",345,0.632
"6","ONS",296,0.631
"7","MH1",274,0.629
"8","LRW",247,0.632
"9","ALL",221,0.632
"10","USG",188,0.606
"11","MRD",152,0.644
"12","NEM",139,0.643
"13","LEB",122,0.647
"14","ULG",121,0.633
"15","ELD",119,0.645
"16","NPH",117,0.626
"17","FUT",99,0.608
"18","STX",96,0.656
"19","LEG",96,0.629
"20","M20",86,0.648
"21","EXO",78,0.632
"22","ZNR",75,0.608
"23","WWK",74,0.64
"24","AVR",73,0.618
"25","CSP",72,0.613
"26","GPT",71,0.629
"27","DKA",67,0.626
"28","SOM",65,0.697
"29","WAR",65,0.614
"30","PLC",63,0.686
"31","THB",63,0.634
"32","ALA",63,0.643
"33","OGW",61,0.782
"34","ROE",57,0.66
"35","DST",57,0.655
"36","MBS",56,0.613
"37","DRK",53,0.661
"38","WTH",48,0.644
"39","M11",43,0.583
"40","STH",43,0.646
"41","TSP",42,0.678
"42","ISD",42,0.637
"43","RAV",41,0.587
"44","GTC",40,0.597
"45","MMQ",40,0.598
"46","MIR",39,0.642
"47","HOU",39,0.621
"48","SOK",39,0.619
"49","SCG",37,0.642
"50","RTR",37,0.631
"51","AER",35,0.684
"52","VIS",34,0.587
"53","CHK",33,0.596
"54","CN2",28,0.602
"55","5DN",28,0.583
"56","C18",27,0.664
"57","AFR",27,0.667
"58","CON",26,0.609
"59","JUD",26,0.632
"60","JMP",24,0.59
"61","GRN",23,0.634
"62","CMD",23,0.594
"63","PLS",22,0.662
"64","PC2",22,0.61
"65","MOR",22,0.578
"66","ODY",20,0.66
"67","MID",19,0.6
"68","EVE",19,0.611
"69","M15",17,0.638
"70","M19",16,0.619
"71","IKO",15,0.62
"72","TOR",15,0.643
"73","M13",15,0.585
"74","SHM",14,0.641
"75","C13",13,0.673
"76","C20",12,0.727
"77","CMR",12,0.569
"78","BNG",11,0.686
"79","APC",10,0.667
"80","POR",9,0.63
"81","XLN",9,0.73
"82","BFZ",8,0.75
"83","ARB",8,0.733
"84","BBD",8,0.594
"85","AKH",8,0.638
"86","DIS",7,0.533
"87","KLD",7,0.64
"88","M10",7,0.615
"89","C19",6,0.591
"90","FRF",6,0.579
"91","CNS",5,0.657
"92","EMN",5,0.571
"93","ATQ",5,0.571
"94","PTK",4,0.667
"95","HML",4,0.5
"96","FEM",4,0.5
"97","KHM",4,0.5
"98","BOK",3,0.636
"99","ORI",2,0.714
"100","KTK",2,0.571
"101","DOM",2,0.538
"102","M12",1,0.5
