"","Artist","NoCopies","Winrate"
"1","Rob Alexander",31525,0.73
"2","Christopher Rush",15134,0.729
"3","Mark Poole",8573,0.728
"4","Eric Deschamps",7362,0.726
"5","Chippy",6671,0.726
"6","Adam Paquette",6234,0.729
"7","Anastasia Ovchinnikova",5851,0.728
"8","Shelly Wan",5324,0.731
"9","Aleksi Briclot",5311,0.726
"10","Philip Straub",5170,0.728
"11","Ron Spears",4940,0.727
"12","John Stanko",4835,0.726
"13","Tomasz Jedruszek",4794,0.726
"14","Steve Argyle",4757,0.727
"15","Jason Chan",4666,0.729
"16","Chris Rallis",4546,0.735
"17","Svetlin Velinov",4533,0.73
"18","Raymond Swanland",4377,0.728
"19","Douglas Shuler",4372,0.727
"20","Franz Vohwinkel",4362,0.728
"21","John Avon",4268,0.729
"22","Terese Nielsen",4171,0.73
"23","Todd Lockwood",4171,0.728
"24","Jonas De Ro",4084,0.732
"25","Jung Park",3982,0.725
"26","Seb McKinnon",3959,0.727
"27","Mark Zug",3957,0.724
"28","Ryan Pancoast",3869,0.729
"29","Vance Kovacs",3864,0.73
"30","Paul Scott Canavan",3797,0.731
"31","Chase Stone",3744,0.733
"32","Howard Lyon",3697,0.724
"33","Jesper Myrfors",3640,0.727
"34","Vincent Proce",3568,0.727
"35","Simon Dominic",3534,0.725
"36","Anthony S. Waters",3515,0.732
"37","Cyril Van Der Haegen",3410,0.723
"38","Izzy",3408,0.726
"39","Alayna Danner",3405,0.723
"40","Kev Walker",3299,0.729
"41","Titus Lunter",3279,0.724
"42","Mark Tedin",3263,0.723
"43","Ekaterina Burmak",3234,0.73
"44","Dave Kendall",3212,0.728
"45","Yeong-Hao Han",3199,0.723
"46","Randy Vargas",3189,0.729
"47","Cliff Childs",3074,0.73
"48","Martina Fackova",3055,0.724
"49","Chris Rahn",3011,0.732
"50","Daarken",3003,0.727
"51","Sam Burley",2977,0.733
"52","Lake Hurwitz",2955,0.728
"53","Tom Wänerstrand",2883,0.723
"54","Pete Venters",2831,0.727
"55","Dmitry Burmak",2801,0.723
"56","Jason Rainville",2749,0.728
"57","Mike Bierek",2726,0.722
"58","Kari Christensen",2661,0.724
"59","James Paick",2630,0.729
"60","Raoul Vitale",2431,0.729
"61","Michael Sutfin",2386,0.724
"62","Anson Maddocks",2300,0.732
"63","Warren Mahy",2277,0.725
"64","Greg Hildebrandt",2081,0.724
"65","Matt Stewart",1993,0.722
"66","Volkan Baǵa",1960,0.725
"67","Lius Lasahido",1952,0.736
"68","Darrell Riche",1905,0.732
"69","Heather Hudson",1903,0.731
"70","Amy Weber",1887,0.723
"71","Jean-Sébastien Rossbach",1869,0.726
"72","Richard Wright",1837,0.726
"73","Evan Shipard",1813,0.729
"74","Kieran Yanner",1811,0.727
"75","Wisnu Tan",1749,0.728
"76","Richard Whitters",1744,0.733
"77","Michael Komarck",1740,0.722
"78","Lucas Graciano",1737,0.724
"79","Jeff Miracola",1659,0.731
"80","Jason Felix",1630,0.731
"81","Daniel Ljunggren",1627,0.725
"82","David Martin",1622,0.727
"83","Wayne England",1620,0.727
"84","Cynthia Sheppard",1620,0.726
"85","Greg Staples",1606,0.724
"86","Johannes Voss",1545,0.714
"87","Ben Thompson",1531,0.725
"88","Erica Yang",1489,0.723
"89","Victor Adame Minguez",1484,0.729
"90","Donato Giancola",1476,0.724
"91","Christopher Moeller",1455,0.73
"92","Dimitar Marinski",1452,0.732
"93","Steven Belledin",1447,0.725
"94","Dan Frazier",1438,0.722
"95","Slawomir Maniak",1438,0.726
"96","Michael C. Hayes",1420,0.717
"97","Justin Murray",1411,0.73
"98","rk post",1341,0.727
"99","Dan Scott",1318,0.729
"100","Scott Murphy",1276,0.731
"101","John Howe",1263,0.728
"102","Noah Bradley",1257,0.73
"103","Adam Rex",1235,0.725
"104","Zoltan Boros",1218,0.718
"105","Martina Pilcerova",1216,0.733
"106","Bastien L. Deharme",1208,0.73
"107","Christine Choi",1195,0.724
"108","Campbell White",1119,0.713
"109","David Rapoza",1093,0.729
"110","Caroline Gariba",1017,0.741
"111","Johann Bodin",963,0.724
"112","Yongjae Choi",954,0.735
"113","Craig J Spearing",946,0.726
"114","Gabor Szikszai",926,0.737
"115","Nicholas Gregory",911,0.713
"116","Heonhwa Choe",909,0.721
"117","Caio Monteiro",876,0.724
"118","Magali Villeneuve",867,0.729
"119","David Palumbo",867,0.733
"120","Fred Fields",836,0.729
"121","Pat Morrissey",827,0.736
"122","Jaime Jones",822,0.728
"123","Jim Nelson",803,0.725
"124","Jesper Ejsing",785,0.734
"125","Mathias Kollros",781,0.733
"126","Mark A. Nelson",729,0.722
"127","Filip Burburan",690,0.716
"128","Zoltan Boros & Gabor Szikszai",688,0.729
"129","Alex Horley-Orlandelli",670,0.728
"130","Chris Ostrowski",668,0.729
"131","Luca Zontini",665,0.731
"132","Lie Setiawan",654,0.72
"133","Iain McCaig",635,0.718
"134","Scott M. Fischer",626,0.729
"135","Karl Kopinski",606,0.731
"136","DiTerlizzi",594,0.727
"137","Igor Kieryluk",584,0.727
"138","Nils Hamm",570,0.717
"139","John Matson",546,0.729
"140","Zezhou Chen",540,0.721
"141","Tomas Giorello",513,0.728
"142","Lars Grant-West",513,0.725
"143","Charles Urbach",512,0.739
"144","Dave DeVries",499,0.745
"145","Sidharth Chaturvedi",499,0.713
"146","Mark Winters",483,0.731
"147","Jana Schirmer & Johannes Voss",470,0.713
"148","Nicholas Elias",469,0.725
"149","Deruchenko Alexander",458,0.713
"150","Randy Gallegos",444,0.736
"151","Rebecca Guay",439,0.718
"152","Richard Kane Ferguson",426,0.72
"153","Alexander Forssberg",416,0.724
"154","Dominick Domingo",406,0.731
"155","Khang Le",389,0.731
"156","Johan Grenier",365,0.744
"157","Austin Hsu",361,0.719
"158","Winona Nelson",356,0.717
"159","Edward P. Beard, Jr.",346,0.721
"160","Peter Mohrbacher",344,0.727
"161","Brom",342,0.721
"162","Wayne Reynolds",342,0.711
"163","Livia Prima",326,0.705
"164","Eric Fortune",320,0.729
"165","Sam Wood",319,0.721
"166","Grzegorz Rutkowski",318,0.722
"167","Ron Spencer",304,0.719
"168","Forrest Imel",304,0.724
"169","Chuck Lukacs",293,0.724
"170","Antonio José Manzanedo",289,0.724
"171","Willian Murai",288,0.694
"172","Brandon Kitkouski",285,0.732
"173","Thomas M. Baxa",266,0.71
"174","Steve Prescott",262,0.714
"175","Joseph Meehan",262,0.735
"176","Jeremy Enecio",259,0.728
"177","Alan Pollack",254,0.726
"178","Jama Jurabaev",252,0.733
"179","Drew Tucker",241,0.747
"180","Hideaki Takamura",236,0.725
"181","Anthony Francisco",233,0.723
"182","Zack Stella",231,0.734
"183","James Ryman",225,0.73
"184","Uriah Voth",225,0.726
"185","Jeremy Jarvis",222,0.718
"186","Joe Slucher",213,0.725
"187","Wesley Burt",212,0.72
"188","Lindsey Look",211,0.721
"189","Tim Hildebrandt",211,0.727
"190","Jim Murray",208,0.719
"191","Ilse Gort",204,0.741
"192","Cristi Balanescu",201,0.731
"193","Stephen Tappin",199,0.723
"194","Bryon Wackwitz",197,0.726
"195","Mark Brill",195,0.732
"196","Bryan Sola",193,0.692
"197","Phil Foglio",187,0.745
"198","Hugh Jamieson",187,0.722
"199","Sarah Finnigan",183,0.724
"200","Tony Szczudlo",182,0.721
"201","Iris Compiet",174,0.73
"202","Ryan Yee",170,0.709
"203","Carl Critchlow",169,0.739
"204","Robbie Trevino",168,0.744
"205","Milivoj Ćeran",165,0.734
"206","Don Hazeltine",158,0.716
"207","Brian Snõddy",158,0.687
"208","G-host Lee",154,0.714
"209","Tommy Arnold",152,0.715
"210","Dany Orizio",146,0.728
"211","Una Fricker",144,0.698
"212","Suzanne Helmigh",143,0.697
"213","Piotr Dura",142,0.704
"214","Matt Cavotta",141,0.737
"215","Matt Thompson",140,0.669
"216","Michael Bruinsma",132,0.733
"217","Chris Seaman",132,0.719
"218","Chris Cold",132,0.722
"219","Lucas Staniec",129,0.722
"220","Dave Allsop",122,0.715
"221","Bud Cook",114,0.705
"222","Glen Angus",113,0.732
"223","Tyler Walpole",112,0.746
"224","D. Alexander Gregory",111,0.715
"225","Mitsuaki Sagiri",111,0.675
"226","Andrew Mar",108,0.743
"227","Jokubas Uogintas",106,0.729
"228","Anna Podedworna",106,0.724
"229","David Gaillet",98,0.723
"230","Jonathan Kuo",98,0.739
"231","Ralph Horsley",96,0.724
"232","Jakub Kasper",92,0.689
"233","Allen Williams",89,0.722
"234","Evyn Fong",88,0.72
"235","NéNé Thomas",83,0.746
"236","Jon Foster",82,0.748
"237","Andrey Kuzinskiy",81,0.699
"238","E. M. Gist",80,0.698
"239","Eytan Zana",79,0.716
"240","Jason A. Engle",78,0.732
"241","Florian de Gesincourt",70,0.743
"242","Mark Behm",70,0.73
"243","Goran Josic",69,0.712
"244","Tyler Jacobson",68,0.74
"245","Scott Hampton",68,0.716
"246","Bayard Wu",65,0.758
"247","Melissa A. Benson",64,0.747
"248","Aaron Miller",64,0.726
"249","Marta Nael",62,0.677
"250","Daniel Gelon",62,0.689
"251","Anna Steinbauer",61,0.73
"252","Mike Dringenberg",57,0.731
"253","Marc Simonetti",57,0.774
"254","Scott Chou",56,0.719
"255","Mitchell Malloy",54,0.727
"256","Omar Rayyan",53,0.708
"257","Mads Ahm",53,0.703
"258","Daren Bader",53,0.723
"259","Andreas Rocha",52,0.78
"260","Pauline Voss",52,0.737
"261","Viktor Titov",52,0.673
"262","Kimonas Theodossiou",51,0.691
"263","YW Tang",50,0.7
"264","Chris J. Anderson",45,0.728
"265","Anthony Jones",44,0.739
"266","Quinton Hoover",43,0.697
"267","Jack Wang",42,0.726
"268","Jason Kang",41,0.711
"269","Bram Sels",37,0.786
"270","David Hudnut",35,0.778
"271","Min Yum",35,0.662
"272","Larry MacDougall",34,0.772
"273","Doug Chaffee",34,0.698
"274","Dave Dorman",33,0.699
"275","Josu Hernaiz",30,0.75
"276","Mark Romanoski",30,0.667
"277","Kaja Foglio",29,0.731
"278","James Zapata",28,0.771
"279","Ravenna Tran",28,0.667
"280","Alex Konstad",28,0.667
"281","Sara Winters",28,0.71
"282","Jehan Choo",26,0.838
"283","Greg Opalinski",26,0.722
"284","Adi Granov",25,0.697
