"","CardNames","DeckCount","WinrateAverage"
"1","Lotus Petal",180,71
"2","Force of Will",175,70
"3","Brainstorm",170,70.3
"4","Karakas",167,70.4
"5","Ponder",159,70.2
"6","Ancient Tomb",155,71.4
"7","Polluted Delta",149,70
"8","Misty Rainforest",149,70.2
"9","Wasteland",147,70.3
"10","Scalding Tarn",145,70.4
"11","City of Traitors",144,71.7
"12","Flooded Strand",143,70.6
"13","Volcanic Island",137,70.7
"14","Swords to Plowshares",134,69.5
"15","Plains",133,69.3
"16","Island",131,70
"17","Cavern of Souls",128,70.9
"18","White Plume Adventurer",122,70.9
"19","Daze",121,70.9
"20","Seasoned Dungeoneer",120,70.9
"21","Solitude",119,71.3
"22","Eiganjo, Seat of the Empire",117,70.9
"23","Chrome Mox",117,71.3
"24","Lightning Bolt",108,71.6
"25","Expressive Iteration",107,70.8
"26","Mystic Sanctuary",105,71
"27","Mishra's Bauble",103,70.6
"28","Murktide Regent",97,71.1
"29","Brazen Borrower",92,71.2
"30","Pyroblast",91,71.1
"31","Palace Jailer",91,71
"32","Emeria's Call",89,71.4
"33","Touch the Spirit Realm",87,70.2
"34","Delver of Secrets",84,71.3
"35","Dragon's Rage Channeler",84,70.7
"36","Unholy Heat",72,69.8
"37","Steam Vents",71,70.8
"38","Elite Spellbinder",70,70.7
"39","Thalia, Guardian of Thraben",69,70.4
"40","Underground Sea",65,71.3
"41","Archon of Emeria",59,69.7
"42","Tundra",55,68.8
"43","Chalice of the Void",54,70.6
"44","Once Upon a Time",51,70.2
"45","Urza's Saga",51,71.1
"46","Anointed Peacekeeper",48,71.7
"47","Thoughtseize",48,68.4
"48","Snow-Covered Island",46,70.2
"49","Walking Ballista",46,72.1
"50","Endurance",43,67.7
