"","CardNames","DeckCount","Winrate95Min"
"1","Fury",47,68.5
"2","Leyline of the Void",87,67.4
"3","Meltdown",96,67.4
"4","Force of Negation",137,67.4
"5","Walking Ballista",55,67.2
"6","Pyroblast",140,67.2
"7","Grafdigger's Cage",42,67
"8","Chalice of the Void",50,66.9
"9","Counterbalance",63,66.8
"10","Loran of the Third Path",74,66.7
"11","Abrade",38,66.4
"12","Unchained Berserker",58,66.4
"13","March of Otherworldly Light",15,66.2
"14","Archon of Absolution",40,66.2
"15","Empty-Shrine Kannushi",51,66.2
"16","Hydroblast",116,66.1
"17","Ephemerate",21,66
"18","Faerie Macabre",92,65.7
"19","Mindbreak Trap",47,65.6
"20","Containment Priest",81,65.6
"21","Red Elemental Blast",69,65.4
"22","Surgical Extraction",131,65.1
"23","Prismatic Ending",21,65
"24","Swords to Plowshares",65,65
"25","Pithing Needle",27,64.5
"26","Aven Mindcensor",36,64.4
"27","Price of Progress",16,64.1
"28","Blood Moon",21,64.1
"29","Dismember",31,63.9
"30","Hall of Gemstone",4,63.6
"31","Null Rod",20,63.3
"32","Stubborn Denial",2,63.1
"33","Empty the Warrens",13,63.1
"34","Outland Liberator",7,63
"35","Maddening Hex",7,63
"36","Carpet of Flowers",32,63
"37","Terminus",14,62.8
"38","Thorn of Amethyst",10,62.4
"39","Submerge",33,62.3
"40","Brotherhood's End",42,62.3
"41","Endurance",42,62.2
"42","Archon of Emeria",19,62.1
"43","Blessed Alliance",13,61.8
"44","Cast Down",3,61.5
"45","End the Festivities",14,61.4
"46","Collector Ouphe",31,61.4
"47","Blue Elemental Blast",31,61.3
"48","Peer into the Abyss",9,61.1
"49","Echo of Eons",9,61.1
"50","Tendrils of Agony",9,61.1
