"","CardNames","DeckCount","Winrate95Min"
"1","Windswept Heath",63,68
"2","Mountain",97,67.7
"3","Lightning Bolt",105,67.6
"4","Mishra's Bauble",44,67.1
"5","Wooded Foothills",104,67.1
"6","Seasoned Pyromancer",22,66.8
"7","Stoneforge Mystic",14,66.6
"8","Stomping Ground",54,66.6
"9","Bonecrusher Giant",19,66.5
"10","Blood Moon",21,66.5
"11","Forest",81,66.5
"12","Giver of Runes",12,66.4
"13","Breeding Pool",33,66.4
"14","Plains",52,66.4
"15","Monastery Swiftspear",54,66.4
"16","Godless Shrine",21,66.2
"17","Misty Rainforest",44,66.2
"18","Arid Mesa",39,66.1
"19","Soul-Scar Mage",44,66.1
"20","Lava Dart",46,66.1
"21","Steam Vents",57,66.1
"22","Temple Garden",42,65.9
"23","Verdant Catacombs",51,65.8
"24","Sacred Foundry",52,65.7
"25","Bloodstained Mire",67,65.7
"26","Bojuka Bog",17,65.5
"27","Dryad of the Ilysian Grove",24,65.3
"28","Valakut, the Molten Pinnacle",24,65.3
"29","Utopia Sprawl",34,65.2
"30","Mutagenic Growth",35,65.2
"31","Light Up the Stage",27,65
"32","Scalding Tarn",37,64.9
"33","Springleaf Drum",6,64.7
"34","Island",40,64.7
"35","Wrenn and Six",25,64.6
"36","Firebolt",8,64.5
"37","Ketria Triome",24,64.4
"38","Skyclave Apparition",25,64.4
"39","Arbor Elf",29,64.4
"40","Overgrown Tomb",34,64.4
"41","Flame Slash",12,64.2
"42","Silent Clearing",17,64.2
"43","Prismatic Vista",24,64.2
"44","Manamorphose",38,64.2
"45","Teferi, Time Raveler",23,64.1
"46","Valki, God of Lies",20,64
"47","Bring to Light",20,64
"48","Swamp",38,63.9
"49","Raugrin Triome",20,63.8
"50","Blast Zone",31,63.8
