"","SetName","Winrate","Presence"
"1","NPH",NA,0
"2","IKO",NA,0
"3","MBS",NA,0
"4","CON",NA,0
"5","DRK",NA,0
"6","SOK",NA,0
"7","5DN",NA,0
"8","OGW",NA,0
"9","LRW",NA,0
"10","AER",NA,0
"11","ALA",NA,0
"12","M20",NA,0
"13","THB",NA,0
"14","ALL",NA,0
"15","ZEN",NA,0
"16","SOM",NA,0
"17","DOM",NA,0
"18","M15",NA,0
"19","HOU",NA,0
"20","XLN",NA,0
"21","ROE",NA,0
"22","ZNR",NA,0
"23","STH",NA,0
"24","JOU",NA,0
"25","ELD",NA,0
"26","THS",NA,0
"27","STX",NA,0
"28","RTR",NA,0
"29","WWK",NA,0
"30","GPT",NA,0
"31","KLD",NA,0
"32","DKA",NA,0
"33","EMN",NA,0
"34","M11",NA,0
"35","DST",NA,0
"36","SOI",NA,0
"37","DIS",NA,0
"38","WTH",NA,0
"39","M19",NA,0
"40","BFZ",NA,0
"41","M21",NA,0
"42","FUT",NA,0
"43","TSP",NA,0
"44","WAR",NA,0
"45","GRN",NA,0
"46","AVR",NA,0
"47","MH1",NA,0
"48","M12",NA,0
"49","MOR",NA,0
"50","RAV",NA,0
"51","CMD",NA,0
"52","GTC",NA,0
"53","SHM",NA,0
"54","RNA",NA,0
"55","PLC",NA,0
"56","DTK",NA,0
"57","ULG",NA,0
"58","DGM",NA,0
"59","TMP",NA,0
"60","KTK",NA,0
"61","BNG",NA,0
"62","KHM",NA,0
"63","ISD",NA,0
"64","LEA",NA,0
"65","M13",NA,0
"66","ARB",NA,0
"67","POR",NA,0
"68","FRF",NA,0
"69","MRD",NA,0
"70","ORI",NA,0
"71","NEM",NA,0
"72","BOK",NA,0
"73","M14",NA,0
"74","PLS",NA,0
"75","ICE",NA,0
