"","SetName","Winrate","Presence"
"1","ONS",NA,0
"2","LEA",NA,0
"3","CSP",NA,0
"4","MH1",NA,0
"5","WWK",NA,0
"6","GPT",NA,0
"7","ELD",NA,0
"8","DRK",NA,0
"9","DIS",NA,0
"10","KTK",NA,0
"11","ZEN",NA,0
"12","AKH",NA,0
"13","JUD",NA,0
"14","RAV",NA,0
"15","THB",NA,0
"16","NPH",NA,0
"17","RNA",NA,0
"18","LRW",NA,0
"19","ODY",NA,0
"20","IKO",NA,0
"21","ZNR",NA,0
"22","ROE",NA,0
"23","SHM",NA,0
"24","WAR",NA,0
"25","KHM",NA,0
"26","BFZ",NA,0
"27","KLD",NA,0
"28","AVR",NA,0
"29","AER",NA,0
"30","M15",NA,0
"31","INV",NA,0
"32","M20",NA,0
"33","TSP",NA,0
"34","DTK",NA,0
"35","CHK",NA,0
"36","SOM",NA,0
"37","ATQ",NA,0
"38","5DN",NA,0
"39","EMN",NA,0
"40","M21",NA,0
"41","MBS",NA,0
"42","M11",NA,0
"43","FUT",NA,0
"44","ICE",NA,0
"45","OGW",NA,0
"46","ISD",NA,0
"47","CON",NA,0
"48","ALL",NA,0
"49","DST",NA,0
"50","STX",NA,0
"51","STH",NA,0
"52","SOI",NA,0
"53","ARB",NA,0
"54","MOR",NA,0
"55","RTR",NA,0
"56","FRF",NA,0
"57","ULG",NA,0
"58","JOU",NA,0
"59","XLN",NA,0
"60","GTC",NA,0
"61","HOU",NA,0
"62","LEG",NA,0
"63","GRN",NA,0
"64","M10",NA,0
"65","PLS",NA,0
"66","WTH",NA,0
"67","EVE",NA,0
"68","ALA",NA,0
"69","MRD",NA,0
"70","TMP",NA,0
"71","NEM",NA,0
"72","PLC",NA,0
"73","ORI",NA,0
"74","M14",NA,0
"75","CMD",NA,0
"76","DKA",NA,0
"77","DOM",NA,0
"78","ARN",NA,0
"79","THS",NA,0
"80","M13",NA,0
"81","SOK",NA,0
"82","DGM",NA,0
"83","M12",NA,0
"84","MIR",NA,0
"85","P02",NA,0
"86","TOR",NA,0
"87","M19",NA,0
"88","APC",NA,0
"89","BNG",NA,0
"90","HML",NA,0
