"","CardNames","DeckCount","WinrateAverage"
"1","Chandra, Acolyte of Flame",1,87.5
"2","Imperious Perfect",1,81.8
"3","Wall of Omens",1,81.8
"4","Ephemerate",1,81.8
"5","Charming Prince",2,81
"6","Elite Spellbinder",2,81
"7","Wasteland Strangler",2,81
"8","Brightclimb Pathway",2,81
"9","Eladamri's Call",3,80
"10","Dreadhorde Arcanist",2,80
"11","Dwynen's Elite",2,78.9
"12","Elvish Archdruid",2,78.9
"13","Elvish Mystic",2,78.9
"14","Elvish Visionary",2,78.9
"15","Elvish Warmaster",2,78.9
"16","Ezuri, Renegade Leader",2,78.9
"17","Heritage Druid",2,78.9
"18","Nettle Sentinel",2,78.9
"19","Shaman of the Pack",2,78.9
"20","Gilt-Leaf Palace",2,78.9
"21","Flickerwisp",3,78.6
"22","Tidehollow Sculler",3,78.6
"23","Maul of the Skyclaves",3,78.6
"24","Concealed Courtyard",3,78.6
"25","Springleaf Drum",6,78.4
"26","Sword of Fire and Ice",4,78.4
"27","Shambling Vent",2,77.8
"28","Eidolon of Rhetoric",1,77.8
"29","Eternal Witness",1,77.8
"30","Restoration Angel",1,77.8
"31","Wall of Blossoms",1,77.8
"32","Fire-Lit Thicket",1,77.8
"33","Batterskull",5,77.3
"34","Firebolt",8,77
"35","Blistercoil Weird",5,76.9
"36","Realmwalker",3,76.9
"37","Tireless Tracker",5,76.7
"38","Giver of Runes",12,76
"39","Stoneforge Mystic",14,75.4
"40","Unearth",6,75
"41","Kiki-Jiki, Mirror Breaker",2,75
"42","Magus of the Moon",2,75
"43","Minamo, School at Water's Edge",1,75
"44","Swiftfoot Boots",1,75
"45","Eliminate",1,75
"46","Jace, Vryn's Prodigy",1,75
"47","Storm Herald",1,75
"48","Call of the Death-Dweller",1,75
"49","Izzet Charm",1,75
"50","Battle Mastery",1,75
