"","CardNames","DeckCount","WinrateAverage"
"1","Lightning Bolt",105,70.8
"2","Wooded Foothills",104,70.3
"3","Mountain",97,71
"4","Forest",81,70.2
"5","Bloodstained Mire",67,69.9
"6","Windswept Heath",63,72.1
"7","Steam Vents",57,70.6
"8","Stomping Ground",54,71.1
"9","Monastery Swiftspear",54,71
"10","Sacred Foundry",52,70.4
"11","Plains",52,71.1
"12","Verdant Catacombs",51,70.5
"13","Lava Dart",46,71.1
"14","Misty Rainforest",44,71.2
"15","Mishra's Bauble",44,72.1
"16","Soul-Scar Mage",44,71.2
"17","Temple Garden",42,71.1
"18","Walking Ballista",41,68.2
"19","Island",40,70.1
"20","Arid Mesa",39,71.5
"21","Swamp",38,69.5
"22","Manamorphose",38,69.9
"23","Scalding Tarn",37,70.6
"24","Karn, the Great Creator",36,69.5
"25","Fatal Push",35,69.4
"26","Mutagenic Growth",35,71
"27","Overgrown Tomb",34,70.3
"28","Utopia Sprawl",34,71.1
"29","Cavern of Souls",33,69.7
"30","Breeding Pool",33,72.3
"31","Blood Crypt",32,69.6
"32","Opt",32,69.4
"33","Blast Zone",31,70.1
"34","Fiery Islet",30,69.6
"35","Arbor Elf",29,70.8
"36","Spirebluff Canal",28,70.3
"37","Dismember",27,68.1
"38","Light Up the Stage",27,71.6
"39","Expedition Map",25,67
"40","Urza's Mine",25,67
"41","Urza's Power Plant",25,67
"42","Urza's Tower",25,67
"43","Sprite Dragon",25,70.7
"44","Wrenn and Six",25,71.4
"45","Skyclave Apparition",25,71.2
"46","All Is Dust",24,67.4
"47","Prismatic Vista",24,71.3
"48","Sunbaked Canyon",24,69.7
"49","Radiant Fountain",24,70.5
"50","Ketria Triome",24,71.5
