"","CardNames","DeckCount","Winrate95Min"
"1","Batterskull",5,66.6
"2","Lurrus of the Dream-Den",51,66.5
"3","Leonin Relic-Warder",3,66.3
"4","Path to Exile",56,66.3
"5","Tormod's Crypt",45,66.2
"6","Pithing Needle",37,66
"7","Engineered Explosives",28,65.9
"8","Kozilek's Return",40,65.8
"9","Thoughtseize",24,65.7
"10","Auriok Champion",25,65.6
"11","Fatal Push",13,65.4
"12","Burrenton Forge-Tender",22,65.1
"13","Relic of Progenitus",57,65.1
"14","Veil of Summer",61,65.1
"15","Soul-Guide Lantern",34,64.8
"16","Pillage",8,64.5
"17","Obosh, the Preypiercer",8,64.5
"18","Aether Gust",38,64.2
"19","Spell Pierce",26,64
"20","Liquimetal Coating",34,64
"21","Damping Sphere",37,63.9
"22","Reclamation Sage",17,63.7
"23","Abrade",33,63.6
"24","Rampaging Ferocidon",10,63.2
"25","Wurmcoil Engine",28,63
"26","Flame Slash",12,62.9
"27","Cleansing Wildfire",29,62.7
"28","Ensnaring Bridge",33,62.7
"29","Deicide",21,62.5
"30","Mystical Dispute",28,62.5
"31","Anger of the Gods",16,62.4
"32","Vanishing Verse",13,62.1
"33","Rest in Peace",16,62.1
"34","Kor Firewalker",23,62.1
"35","Deafening Silence",6,61.7
"36","Leyline of the Void",11,61.4
"37","Walking Ballista",25,61.1
"38","Yorion, Sky Nomad",7,61
"39","Madcap Experiment",10,60.9
"40","Platinum Emperion",10,60.9
"41","Dismember",12,60.6
"42","Grafdigger's Cage",30,60.6
"43","Skysovereign, Consul Flagship",19,60.5
"44","Dispel",20,60.4
"45","Vapor Snag",15,60.3
"46","Bedlam Reveler",17,60.3
"47","Leyline of Sanctity",10,60
"48","Trinisphere",13,60
"49","Dragon's Claw",9,59.9
"50","Celestial Purge",14,59.9
