"","CardNames","DeckCount","WinrateAverage"
"1","Ash Barrens",29,80.2
"2","Lightning Bolt",23,82.3
"3","Plains",22,81.5
"4","Mountain",21,80.5
"5","Forest",17,82.4
"6","Abrade",16,83.3
"7","Mulldrifter",15,79
"8","Preordain",15,81
"9","Counterspell",14,81.4
"10","Ephemerate",14,77.6
"11","Ghostly Flicker",13,77.8
"12","Prohibit",13,77.8
"13","Island",13,77.4
"14","Ponder",12,82
"15","Snow-Covered Island",12,82
"16","Evolving Wilds",11,78.3
"17","Prophetic Prism",11,80
"18","Bonder's Ornament",10,77.5
"19","Thraben Inspector",9,82.1
"20","Archaeomancer",9,76.3
"21","Sea Gate Oracle",9,76.3
"22","Brainstorm",9,83.8
"23","Snap",9,76.3
"24","Azorius Chancery",9,76.3
"25","Mortuary Mire",9,78.9
"26","Guardian of the Guildpact",8,85.3
"27","Prismatic Strands",8,82.9
"28","God-Pharaoh's Faithful",8,76.5
"29","Sunscape Familiar",8,76.5
"30","Snow-Covered Mountain",8,84.8
"31","Pulse of Murasa",8,78.1
"32","Cave of Temptation",8,81.2
"33","Chromatic Star",8,78.8
"34","Silverbluff Bridge",8,78.8
"35","Palace Sentinels",7,83.9
"36","Seeker of the Way",7,83.9
"37","Squadron Hawk",7,83.9
"38","Battle Screech",7,83.9
"39","Faithless Looting",7,83.9
"40","Journey to Nowhere",7,83.9
"41","Boros Garrison",7,83.9
"42","Wind-Scarred Crag",7,83.9
"43","Deep Analysis",7,82.1
"44","Boarding Party",7,82.1
"45","Augur of Bolas",7,86.2
"46","Forgotten Cave",7,79.3
"47","Cast Down",7,78.6
"48","Swamp",7,75
"49","Thoughtcast",7,79.3
"50","Great Furnace",7,79.3
