"","presence","winrate","low_winrate","comb_presence_winrate","meta_score"
"Tiers 1",Unknown - Delver - Miracles - Golgari Midrange - Abzan Midrange - Jeskai Saga,Izzet Saga - Mardu Midrange - Dimir Shadow - Jeskai Saga - Humans - Dimir Control,Delver - Jeskai Saga - Unknown - Miracles - Mono White Taxes - WURG Control - Dimir Control - Izzet Saga - Golgari Midrange - Mono White Midrange,Delver - Unknown - Jeskai Saga - Miracles - Golgari Midrange - Mono White Taxes - WURG Control,Delver - Unknown - Jeskai Saga - Miracles - Golgari Midrange - Mono White Taxes - WURG Control
"Tiers 1.5",Mono White Taxes - WURG Control - Crabvine - Mono White Midrange - Sultai Midrange - Midrange - Dimir Control - Mono Green Titan - UBRG Midrange - Elves - Mono Black Midrange - Jeskai Control - Grixis Control - Mono Blue Midrange,Temur Blink - Mono Red Midrange - Goblins - Grixis Control - Azorius Control - WURG Control - Bant Control - 5 Color Turbo Tibalt - Mono White Taxes - Delver - Mono White Midrange - Dimir Midrange - Golgari Titan - Sultai Control - Stoneblade - WUBG Blink - Miracles - Temur Footfalls - WUBG Control - Golgari Midrange,Dimir Shadow - Grixis Control - Crabvine - Sultai Midrange - Abzan Midrange - Mardu Midrange - UBRG Midrange - Jeskai Control - WUBG Blink - Mono Green Titan - Goblins - Temur Blink - Bant Control - Mono Black Midrange - Midrange - Humans,Mono White Midrange - Crabvine - Abzan Midrange - Sultai Midrange - Dimir Control - Grixis Control - Izzet Saga - UBRG Midrange - Mono Green Titan - Midrange - Jeskai Control - Dimir Shadow - Mono Black Midrange - WUBG Blink,Mono White Midrange - Crabvine - Abzan Midrange - Sultai Midrange - Dimir Control - Grixis Control - Izzet Saga - UBRG Midrange - Mono Green Titan - Midrange - Jeskai Control - Dimir Shadow - Mono Black Midrange - WUBG Blink
"Tiers 2",WUBG Blink - Bant Midrange - Azorius Midrange - Izzet Saga - Bant Control - 5 Color Control - Goblins - Dimir Shadow - Dimir Midrange - Temur Blink - Bant Blink - 5 Color Turbo Tibalt - Temur Footfalls - Affinity - Mono Blue Control - Jund Midrange - Stoneblade - Mardu Midrange - Azorius Control - Humans - WUBG Control - UBRG Control - Grixis Midrange,Crabvine - UBRG Midrange - Jeskai Control - 5 Color Control - Pyro Prison - Unknown - Sultai Midrange - Mono Green Titan - UBRG Control - Mono Black Midrange - Azorius Midrange - Bant Midrange - Abzan Midrange - Affinity,Dimir Midrange - 5 Color Turbo Tibalt - Elves - Bant Midrange - 5 Color Control - Azorius Midrange - Azorius Control - Temur Footfalls - Mono Blue Midrange - Stoneblade - Mono Red Midrange - WUBG Control,Elves - Goblins - Mardu Midrange - Bant Control - Temur Blink - Bant Midrange - Dimir Midrange - Mono Blue Midrange - Azorius Midrange - Humans - 5 Color Control - 5 Color Turbo Tibalt - Temur Footfalls - Azorius Control - Stoneblade - WUBG Control - Bant Blink - Mono Red Midrange - Affinity - Golgari Titan - Sultai Control - Mono Blue Control - UBRG Control,Elves - Goblins - Mardu Midrange - Bant Control - Temur Blink - Bant Midrange - Dimir Midrange - Mono Blue Midrange - Azorius Midrange - Humans - 5 Color Control - 5 Color Turbo Tibalt - Temur Footfalls - Azorius Control - Stoneblade - WUBG Control - Bant Blink - Mono Red Midrange - Affinity - Golgari Titan - Sultai Control - Mono Blue Control - UBRG Control
"Tiers 2.5",Merfolk - Golgari Titan - Sultai Control - Mono Red Midrange - Pyro Prison,Midrange - Grixis Midrange - Mono Blue Control - Bant Blink - Elves - Mono Blue Midrange - Merfolk - Jund Midrange,Golgari Titan - Sultai Control - Affinity - Bant Blink - UBRG Control - Mono Blue Control - Pyro Prison - Grixis Midrange - Jund Midrange - Merfolk,Pyro Prison - Grixis Midrange - Jund Midrange - Merfolk,Pyro Prison - Grixis Midrange - Jund Midrange - Merfolk
