"","CardNames","DeckCount","WinrateAverage"
"1","Duergar Hedge-Mage",2,90
"2","Fragmentize",1,88.9
"3","Fourth Bridge Prowler",2,82.4
"4","Ichorid",1,81.8
"5","Counterbalance",4,81.1
"6","Faith's Shield",2,80
"7","Snow-Covered Island",1,80
"8","Orzhov Pontiff",1,80
"9","Voltaic Key",1,80
"10","Welding Jar",1,80
"11","Ox of Agonas",2,77.8
"12","Demonic Lore",1,77.8
"13","Kiora's Dismissal",1,77.8
"14","Chain of Smog",1,77.8
"15","Witherbloom Apprentice",1,77.8
"16","Metallic Rebuke",1,77.8
"17","Archmage's Charm",1,77.8
"18","Cephalid Illusionist",3,76.9
"19","Nomads en-Kor",3,76.9
"20","Entrancing Melody",2,76.5
"21","Hope of Ghirapur",2,76.5
"22","Collective Brutality",8,76.1
"23","Memory's Journey",6,75
"24","Gilded Drake",4,75
"25","Contentious Plan",3,75
"26","Vivien, Monsters' Advocate",2,75
"27","Dawnglade Regent",2,75
"28","Grave Titan",2,75
"29","Stronghold Gambit",2,75
"30","Eliminate",2,75
"31","Aven Mindcensor",2,75
"32","Revoke Existence",2,75
"33","Beast Within",1,75
"34","Exquisite Firecraft",1,75
"35","Pyrostatic Pillar",1,75
"36","Crush the Weak",1,75
"37","Emberwilde Captain",1,75
"38","Niv-Mizzet, Parun",1,75
"39","Urza, Lord High Artificer",1,75
"40","Shatterskull Smashing",1,75
"41","Doomsday",1,75
"42","Ideas Unbound",1,75
"43","Personal Tutor",1,75
"44","Street Wraith",1,75
"45","Underground Sea",1,75
"46","Weathered Runestone",1,75
"47","Paradigm Shift",1,75
"48","Sphinx of the Final Word",1,75
"49","Shadowspear",1,75
"50","Cathar Commando",1,75
