"","CardNames","DeckCount","WinrateAverage"
"1","Surgical Extraction",1097,67
"2","Pyroblast",929,67.1
"3","Red Elemental Blast",585,67
"4","Grafdigger's Cage",474,67.2
"5","Abrade",470,67.8
"6","Flusterstorm",455,66.4
"7","Force of Vigor",441,66.1
"8","Force of Negation",403,67.7
"9","Leyline of the Void",390,66.1
"10","Carpet of Flowers",363,67
"11","Submerge",351,68
"12","Plague Engineer",337,66.2
"13","Blazing Volley",325,67.7
"14","Veil of Summer",311,67.3
"15","Collector Ouphe",300,66.8
"16","Null Rod",281,68.5
"17","Karakas",275,68
"18","Thoughtseize",271,65.9
"19","Containment Priest",269,67.2
"20","Ethersworn Canonist",260,67
"21","Endurance",234,65.4
"22","Pithing Needle",221,66.5
"23","Hydroblast",218,67.9
"24","Engineered Explosives",215,67.8
"25","Deafening Silence",213,66.9
"26","Abrupt Decay",203,65.6
"27","Klothys, God of Destiny",193,68
"28","Sylvan Library",193,67.6
"29","Mindbreak Trap",190,66.7
"30","Tormod's Crypt",176,65.2
"31","Narset, Parter of Veils",166,68
"32","Choke",165,66.6
"33","Rest in Peace",162,67.1
"34","Ensnaring Bridge",162,64.8
"35","Ancient Grudge",161,66.9
"36","Torpor Orb",158,67
"37","Blood Moon",149,67.6
"38","Prismatic Ending",149,67.4
"39","Relic of Progenitus",148,68.5
"40","Assassin's Trophy",147,65
"41","Path to Exile",139,66.6
"42","Mycosynth Lattice",138,64.6
"43","Meltdown",137,67.5
"44","Back to Basics",134,67.6
"45","Meddling Mage",134,67.8
"46","Pyroclasm",117,68.2
"47","Liquimetal Coating",117,64.9
"48","Magus of the Moon",116,66.4
"49","Walking Ballista",113,64.5
"50","Fatal Push",112,67.4
