"","PlayerS","NAppearances","ArchetypeNames","ArchetypeCounts","URL"
"1","Ozymandias17",13,"5 Color Blink; WURG Control; Delver; Bant Control; Unknown; Miracles; Jeskai Saga; Grixis Aggro","1; 4; 1; 1; 2; 1; 2; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-01-04#ozymandias_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-01-31#ozymandias_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-02-01#ozymandias_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-02-07#ozymandias_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-02-14#ozymandias_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-03-07#ozymandias_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-06-13#ozymandias_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-06-27#ozymandias_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-08-02#ozymandias_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-08-15#ozymandias_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-08-30#ozymandias_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-09-12#ozymandias_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-10-11#ozymandias_th_place"
"2","JPA93",13,"Unknown; Delver","12; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-01-21#jpa_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-05-26#jpa_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-01-17#jpa_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-01-31#jpa_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-02-22#jpa_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-03-01#jpa_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-05-09#jpa_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-06-14#jpa_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-06-21#jpa_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-07-05#jpa_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-08-01#jpa_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-08-02#jpa_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-08-30#jpa_th_place"
"3","AnziD",9,"WURG Control; Miracles","4; 5","https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-01-03#anzid_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-01-04#anzid_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-01-31#anzid_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-02-01#anzid_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-05-03#anzid_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-06-06#anzid_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-07-12#anzid_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-08-30#anzid_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-10-04#anzid_rd_place"
"4","Ark4n",8,"5 Color Turbo Tibalt; Dimir Shadow; WUBG Control; Delver; Jeskai Saga; Jeskai Control; Temur Saga","1; 1; 1; 1; 1; 1; 2","https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-02-07#arkn_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-02-15#arkn_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-03-01#arkn_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-04-26#arkn_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-06-20#arkn_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-09-13#arkn_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-10-11#arkn_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-10-18#arkn_nd_place"
"5","Oceansoul92",7,"Delver; Jeskai Saga","4; 3","https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-01-21#oceansoul_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-05-26#oceansoul_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-04-05#oceansoul_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-07-05#oceansoul_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-08-29#oceansoul_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-09-06#oceansoul_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-09-12#oceansoul_rd_place"
"6","trunks132",7,"WURG Control; Miracles; Bant Control","2; 4; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-01-17#trunks_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-02-07#trunks_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-03-29#trunks_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-04-18#trunks_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-05-17#trunks_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-07-18#trunks_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-08-23#trunks_rd_place"
"7","EronRelentless",7,"Mono White Midrange; Abzan Midrange; Mono White Taxes; Unknown; Golgari Midrange","1; 2; 2; 1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-showcase-challenge-2021-01-18#eronrelentless_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-02-22#eronrelentless_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-04-04#eronrelentless_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-04-25#eronrelentless_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-07-18#eronrelentless_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-08-02#eronrelentless_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-09-06#eronrelentless_rd_place"
"8","sawatarix",7,"Dimir Control; Grixis Control","2; 5","https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-06-14#sawatarix_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-06-20#sawatarix_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-07-04#sawatarix_nd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-08-01#sawatarix_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-showcase-challenge-2021-08-09#sawatarix_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-08-22#sawatarix_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-09-12#sawatarix_st_place"
"9","Martin_Dominguez",6,"Golgari Midrange; Delver; Unknown","3; 1; 2","https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-01-04#martin_dominguez_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-01-21#martin_dominguez_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-05-26#martin_dominguez_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-02-01#martin_dominguez_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-10-04#martin_dominguez_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-10-25#martin_dominguez_th_place"
"10","MaxMagicer",6,"Unknown; Delver; Jeskai Saga","4; 1; 1","https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-01-21#maxmagicer_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-05-26#maxmagicer_rd_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-01-31#maxmagicer_st_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-04-11#maxmagicer_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-challenge-2021-08-29#maxmagicer_th_place; https://magic.wizards.com/en/articles/archive/mtgo-standings/legacy-showcase-challenge-2021-09-20#maxmagicer_th_place"
