"","CardNames","DeckCount","Winrate95Min"
"1","Tireless Tracker",112,72.3
"2","Mystical Dispute",1166,72.2
"3","Aether Gust",814,72.1
"4","Veil of Summer",984,72.1
"5","Soul-Guide Lantern",671,72
"6","Engineered Explosives",1132,72
"7","Reclamation Sage",134,71.9
"8","Force of Vigor",676,71.9
"9","Deicide",135,71.8
"10","Abrade",472,71.8
"11","Celestial Purge",365,71.7
"12","Endurance",447,71.7
"13","Kozilek's Return",486,71.7
"14","Pithing Needle",769,71.7
"15","Wurmcoil Engine",202,71.6
"16","Spell Pierce",403,71.6
"17","Radiant Fountain",48,71.5
"18","Torpor Orb",294,71.5
"19","Thoughtseize",441,71.5
"20","Tormod's Crypt",531,71.5
"21","Path to Exile",829,71.5
"22","Lurrus of the Dream-Den",1036,71.5
"23","Elixir of Immortality",38,71.4
"24","Dispel",185,71.4
"25","Cleansing Wildfire",295,71.4
"26","Dismember",349,71.4
"27","Force of Negation",388,71.4
"28","Relic of Progenitus",561,71.4
"29","Foundation Breaker",240,71.3
"30","Fatal Push",277,71.3
"31","Blood Moon",475,71.3
"32","Rest in Peace",515,71.2
"33","Ghost Quarter",140,71.1
"34","Liquimetal Coating",303,71.1
"35","Cavern of Souls",46,71
"36","Pact of Negation",106,71
"37","Kaheera, the Orphanguard",136,71
"38","Yorion, Sky Nomad",136,71
"39","Dovin's Veto",251,71
"40","Flusterstorm",427,71
"41","Arboreal Grazer",49,70.9
"42","Wear // Tear",274,70.9
"43","Ashiok, Dream Render",299,70.9
"44","Auriok Champion",283,70.9
"45","Nihil Spellbomb",379,70.9
"46","Wheel of Sun and Moon",79,70.8
"47","Subtlety",169,70.8
"48","Vapor Snag",143,70.7
"49","Mystic Repeal",34,70.6
"50","Giant Killer",61,70.6
