"","SetCode","NoCopies","Winrate"
"1","LEA",23251,0.729
"2","MH2",21633,0.726
"3","MH1",21381,0.728
"4","ZEN",18057,0.73
"5","ONS",15085,0.73
"6","WWK",9314,0.73
"7","ELD",8448,0.73
"8","RAV",8032,0.73
"9","ZNR",7637,0.729
"10","WAR",6999,0.733
"11","NPH",6925,0.729
"12","DIS",6908,0.733
"13","M20",6553,0.731
"14","5DN",6493,0.727
"15","LRW",6486,0.726
"16","THB",6246,0.73
"17","KLD",6234,0.727
"18","FUT",5871,0.727
"19","GPT",5680,0.733
"20","SOM",5634,0.73
"21","IKO",5314,0.732
"22","CON",5124,0.727
"23","ROE",4988,0.725
"24","ATQ",4541,0.729
"25","AER",4415,0.727
"26","TSP",4328,0.728
"27","ICE",4236,0.729
"28","CSP",4221,0.726
"29","OGW",4070,0.732
"30","MRD",3668,0.729
"31","KTK",3523,0.727
"32","SHM",3447,0.728
"33","STX",3202,0.722
"34","ARB",2941,0.735
"35","EMN",2916,0.728
"36","DKA",2793,0.723
"37","RTR",2751,0.729
"38","M21",2603,0.728
"39","DRK",2562,0.728
"40","AKH",2473,0.73
"41","ISD",2456,0.72
"42","MBS",2325,0.726
"43","RNA",2270,0.729
"44","M11",2024,0.732
"45","INV",2023,0.727
"46","HOU",1991,0.732
"47","DST",1967,0.725
"48","ALA",1908,0.729
"49","CHK",1887,0.724
"50","STH",1853,0.731
"51","XLN",1843,0.726
"52","GTC",1818,0.723
"53","DOM",1811,0.73
"54","AVR",1786,0.738
"55","DTK",1725,0.727
"56","SOK",1601,0.726
"57","PLC",1480,0.733
"58","BFZ",1432,0.734
"59","JUD",1390,0.733
"60","SOI",1352,0.732
"61","M19",1349,0.722
"62","JOU",1305,0.725
"63","GRN",1249,0.723
"64","PC2",1142,0.731
"65","M12",1096,0.723
"66","FRF",1070,0.728
"67","CMD",1060,0.724
"68","APC",989,0.72
"69","KHM",865,0.727
"70","PLS",862,0.726
"71","TMP",847,0.724
"72","M10",807,0.732
"73","DGM",780,0.734
"74","EVE",747,0.727
"75","AFR",687,0.722
"76","MOR",663,0.725
"77","M15",621,0.744
"78","NEM",584,0.729
"79","THS",522,0.727
"80","WTH",517,0.728
"81","MID",492,0.727
"82","ULG",442,0.715
"83","ALL",335,0.738
"84","MIR",311,0.723
"85","ORI",298,0.728
"86","M13",282,0.727
"87","BNG",257,0.724
"88","P02",216,0.737
"89","ODY",214,0.734
"90","LEG",211,0.728
"91","ARN",177,0.714
"92","M14",146,0.749
"93","BOK",128,0.739
"94","PTK",82,0.663
"95","C14",59,0.728
"96","CN2",58,0.68
"97","TOR",47,0.712
"98","RIX",32,0.704
"99","POR",28,0.758
"100","SCG",20,0.71
"101","FEM",8,0.571
"102","HML",6,0.773
"103","VIS",5,0.769
