"","CardNames","DeckCount","WinrateAverage"
"1","Forest",97,73.6
"2","Lightning Bolt",93,72.7
"3","Mountain",90,72.8
"4","Wooded Foothills",88,73
"5","Verdant Catacombs",66,72.6
"6","Plains",64,73.5
"7","Windswept Heath",59,74.2
"8","Bloodstained Mire",58,72.4
"9","Misty Rainforest",57,74.1
"10","Steam Vents",57,73.8
"11","Swamp",55,72
"12","Fatal Push",50,71.6
"13","Overgrown Tomb",50,72.2
"14","Temple Garden",49,74
"15","Island",48,73.2
"16","Monastery Swiftspear",47,73.8
"17","Walking Ballista",46,74.3
"18","Fiery Islet",42,73.6
"19","Utopia Sprawl",41,74.6
"20","Thoughtseize",40,69.9
"21","Mishra's Bauble",40,71.7
"22","Inquisition of Kozilek",39,70.1
"23","Breeding Pool",38,74.8
"24","Prismatic Vista",37,74.8
"25","Stomping Ground",37,74.3
"26","Blood Crypt",36,71.3
"27","Flooded Strand",36,72.6
"28","Skyclave Apparition",35,73.8
"29","Blast Zone",34,75.6
"30","Dismember",33,72.1
"31","Supreme Verdict",33,74
"32","Opt",33,72.3
"33","Spirebluff Canal",33,73.6
"34","Auriok Champion",31,73.6
"35","Horizon Canopy",31,73.9
"36","Tarmogoyf",31,71.5
"37","Force of Negation",31,73
"38","Arid Mesa",31,70.4
"39","Soul-Scar Mage",30,73.9
"40","Noble Hierarch",30,73.8
"41","Nurturing Peatland",30,71.1
"42","Snapcaster Mage",30,73.9
"43","Hallowed Fountain",30,74.6
"44","Light Up the Stage",29,74.1
"45","Lava Dart",29,74.1
"46","Arbor Elf",29,74.7
"47","Collected Company",29,74.2
"48","Scalding Tarn",29,72.2
"49","Conclave Mentor",28,74.1
"50","Heliod, Sun-Crowned",28,74.1
