"","CardNames","DeckCount","WinrateAverage"
"1","Glassdust Hulk",3,82.1
"2","Hanweir Battlements",3,80.8
"3","Merchant of the Vale",1,80
"4","Kabira Crossroads",1,80
"5","Kiln Fiend",1,80
"6","Crash Through",1,80
"7","Tireless Tracker",3,79.3
"8","Stubborn Denial",2,78.9
"9","Esper Charm",5,78.7
"10","Crumbling Vestige",5,78.6
"11","Warping Wail",3,78.6
"12","Golgari Rot Farm",5,78.3
"13","Ulamog, the Ceaseless Hunger",15,77.9
"14","Radiant Fountain",14,77.8
"15","Arboreal Grazer",9,77.8
"16","Azusa, Lost but Seeking",8,77.8
"17","Amulet of Vigor",8,77.8
"18","Simic Growth Chamber",8,77.8
"19","Tolaria West",8,77.8
"20","Vesuva",8,77.8
"21","Into the Story",3,77.8
"22","Klothys, God of Destiny",3,77.8
"23","Archangel of Thune",2,77.8
"24","Dwarven Mine",2,77.8
"25","Sheltered Thicket",2,77.8
"26","Chandra, Torch of Defiance",2,77.8
"27","Glorybringer",2,77.8
"28","Pillage",2,77.8
"29","Spectral Sailor",1,77.8
"30","Deafening Clarion",1,77.8
"31","Emrakul, the Aeons Torn",1,77.8
"32","Through the Breach",1,77.8
"33","Temple of Epiphany",1,77.8
"34","Mwonvuli Acid-Moss",1,77.8
"35","Phantasmal Image",1,77.8
"36","Lightning Skelemental",1,77.8
"37","Bump in the Night",1,77.8
"38","Kozilek, Butcher of Truth",1,77.8
"39","Indomitable Creativity",1,77.8
"40","Transmogrify",1,77.8
"41","Fire Prophecy",1,77.8
"42","Gruul Turf",7,77.4
"43","Engineered Explosives",6,77.4
"44","Primeval Titan",12,77.3
"45","Ugin, the Ineffable",10,77.3
"46","Seal of Fire",7,77.3
"47","Ruin Crab",2,77.3
"48","Archive Trap",2,77.3
"49","Crypt Incursion",2,77.3
"50","Surgical Extraction",2,77.3
