"","ArtistName","Winrate","Presence"
"1","Christopher Rush",NA,0
"2","Cliff Childs",NA,0
"3","Chris Ostrowski",NA,0
"4","Anthony S. Waters",NA,0
"5","Shelly Wan",NA,0
"6","Michael Komarck",NA,0
"7","Franz Vohwinkel",NA,0
"8","Anson Maddocks",NA,0
"9","Mark Tedin",NA,0
"10","Mark Poole",NA,0
"11","Sam Burley",NA,0
"12","Ron Spears",NA,0
"13","Daniel Ljunggren",NA,0
"14","Rob Alexander",NA,0
"15","Jesper Myrfors",NA,0
"16","Adam Paquette",NA,0
"17","Douglas Shuler",NA,0
"18","Jason Felix",NA,0
"19","Steve Argyle",NA,0
"20","rk post",NA,0
"21","Richard Wright",NA,0
"22","Vance Kovacs",NA,0
"23","Donato Giancola",NA,0
"24","Kieran Yanner",NA,0
"25","Aleksi Briclot",NA,0
"26","Wisnu Tan",NA,0
"27","Kev Walker",NA,0
"28","Dmitry Burmak",NA,0
"29","Darrell Riche",NA,0
"30","Raoul Vitale",NA,0
"31","Lius Lasahido",NA,0
"32","Ryan Pancoast",NA,0
"33","Heather Hudson",NA,0
"34","Volkan Baǵa",NA,0
"35","Scott Murphy",NA,0
"36","Mark Zug",NA,0
"37","Michael Sutfin",NA,0
"38","John Avon",NA,0
"39","Chase Stone",NA,0
"40","Daarken",NA,0
"41","Jeff Miracola",NA,0
"42","Dan Frazier",NA,0
"43","Chippy",NA,0
"44","Chris Rahn",NA,0
"45","Svetlin Velinov",NA,0
"46","Chris Rallis",NA,0
"47","Jason Chan",NA,0
"48","Jason Rainville",NA,0
"49","Hideaki Takamura",NA,0
"50","Paul Scott Canavan",NA,0
"51","Eric Deschamps",NA,0
"52","Dave Kendall",NA,0
"53","Alayna Danner",NA,0
"54","Wayne England",NA,0
"55","Raymond Swanland",NA,0
"56","Vincent Proce",NA,0
"57","Scott M. Fischer",NA,0
"58","Luca Zontini",NA,0
"59","James Paick",NA,0
"60","Howard Lyon",NA,0
"61","Gabor Szikszai",NA,0
"62","Caroline Gariba",NA,0
"63","Bryon Wackwitz",NA,0
"64","John Howe",NA,0
"65","Jean-Sébastien Rossbach",NA,0
"66","Terese Nielsen",NA,0
"67","Todd Lockwood",NA,0
"68","Warren Mahy",NA,0
"69","Khang Le",NA,0
"70","Zoltan Boros & Gabor Szikszai",NA,0
"71","Yongjae Choi",NA,0
"72","Philip Straub",NA,0
"73","Jonas De Ro",NA,0
"74","Seb McKinnon",NA,0
"75","Alex Horley-Orlandelli",NA,0
"76","Pat Morrissey",NA,0
"77","Justin Murray",NA,0
"78","Randy Vargas",NA,0
"79","Sam Wood",NA,0
"80","Christopher Moeller",NA,0
"81","Dimitar Marinski",NA,0
"82","Noah Bradley",NA,0
"83","Victor Adame Minguez",NA,0
"84","Yeong-Hao Han",NA,0
"85","Jaime Jones",NA,0
"86","Tom Wänerstrand",NA,0
"87","Tomasz Jedruszek",NA,0
"88","Cyril Van Der Haegen",NA,0
"89","Heonhwa Choe",NA,0
"90","Greg Staples",NA,0
"91","Adam Rex",NA,0
"92","Steven Belledin",NA,0
"93","Michael Bruinsma",NA,0
"94","Cynthia Sheppard",NA,0
"95","Ben Thompson",NA,0
"96","Forrest Imel",NA,0
"97","Glen Angus",NA,0
"98","Jama Jurabaev",NA,0
"99","Peter Mohrbacher",NA,0
"100","Zoltan Boros",NA,0
"101","Anthony Francisco",NA,0
"102","Nils Hamm",NA,0
"103","Christine Choi",NA,0
"104","John Stanko",NA,0
"105","Zack Stella",NA,0
"106","Austin Hsu",NA,0
"107","Wayne Reynolds",NA,0
"108","Mike Bierek",NA,0
"109","Martina Pilcerova",NA,0
"110","Fred Fields",NA,0
"111","Igor Kieryluk",NA,0
"112","Craig J Spearing",NA,0
"113","Uriah Voth",NA,0
"114","Richard Whitters",NA,0
"115","Ron Spencer",NA,0
"116","Karl Kopinski",NA,0
"117","Mark A. Nelson",NA,0
"118","Dominick Domingo",NA,0
"119","Randy Gallegos",NA,0
"120","Jim Nelson",NA,0
"121","Greg Hildebrandt",NA,0
"122","Tony Szczudlo",NA,0
"123","Eric Fortune",NA,0
"124","David Martin",NA,0
"125","Jung Park",NA,0
"126","Dany Orizio",NA,0
"127","Magali Villeneuve",NA,0
"128","Caio Monteiro",NA,0
"129","Johannes Voss",NA,0
"130","Carl Critchlow",NA,0
"131","Robbie Trevino",NA,0
"132","Lars Grant-West",NA,0
"133","Campbell White",NA,0
"134","Brandon Kitkouski",NA,0
"135","Chris J. Anderson",NA,0
"136","Simon Dominic",NA,0
"137","Goran Josic",NA,0
"138","Suzanne Helmigh",NA,0
"139","Anastasia Ovchinnikova",NA,0
"140","Una Fricker",NA,0
"141","James Ryman",NA,0
"142","Jesper Ejsing",NA,0
"143","Charles Urbach",NA,0
"144","Brom",NA,0
"145","Don Hazeltine",NA,0
"146","Titus Lunter",NA,0
"147","Slawomir Maniak",NA,0
"148","Lindsey Look",NA,0
"149","Tyler Jacobson",NA,0
"150","John Matson",NA,0
"151","Mark Winters",NA,0
"152","Alexander Forssberg",NA,0
"153","Sung Choi",NA,0
"154","Richard Kane Ferguson",NA,0
"155","Mathias Kollros",NA,0
"156","Amy Weber",NA,0
"157","Matt Stewart",NA,0
"158","Alan Pollack",NA,0
"159","Jason A. Engle",NA,0
"160","Izzy",NA,0
"161","Lie Setiawan",NA,0
"162","Edward P. Beard, Jr.",NA,0
"163","Erica Yang",NA,0
"164","David Rapoza",NA,0
"165","Alex Konstad",NA,0
"166","Brian Snõddy",NA,0
"167","Wesley Burt",NA,0
"168","Mark Brill",NA,0
"169","Pete Venters",NA,0
"170","Anthony Jones",NA,0
"171","Phil Foglio",NA,0
"172","D. Alexander Gregory",NA,0
"173","Dan Scott",NA,0
"174","Willian Murai",NA,0
"175","Jakub Kasper",NA,0
"176","Johan Grenier",NA,0
"177","Tommy Arnold",NA,0
"178","Bastien L. Deharme",NA,0
"179","David Gaillet",NA,0
"180","Adi Granov",NA,0
"181","Jeremy Jarvis",NA,0
"182","Florian de Gesincourt",NA,0
"183","Filip Burburan",NA,0
"184","Cristi Balanescu",NA,0
"185","Hugh Jamieson",NA,0
"186","Nicholas Gregory",NA,0
"187","Deruchenko Alexander",NA,0
"188","Anna Steinbauer",NA,0
"189","Yohann Schepacz",NA,0
"190","Jeremy Enecio",NA,0
"191","Jana Schirmer & Johannes Voss",NA,0
"192","Joseph Meehan",NA,0
"193","Mark Behm",NA,0
"194","Daren Bader",NA,0
"195","Michael Phillippi",NA,0
"196","Steve Prescott",NA,0
"197","Bram Sels",NA,0
"198","Lake Hurwitz",NA,0
"199","Mitchell Malloy",NA,0
"200","Viktor Titov",NA,0
"201","Bud Cook",NA,0
"202","Rebecca Guay",NA,0
"203","G-host Lee",NA,0
"204","Eytan Zana",NA,0
"205","Steve Ellis",NA,0
"206","Jokubas Uogintas",NA,0
"207","Jana Schirmer",NA,0
"208","Bryan Sola",NA,0
"209","Chris Seaman",NA,0
"210","Piotr Dura",NA,0
"211","Bayard Wu",NA,0
"212","Livia Prima",NA,0
"213","Clint Cearley",NA,0
"214","Lucas Graciano",NA,0
"215","Omar Rayyan",NA,0
"216","Ryan Barger",NA,0
"217","Grzegorz Rutkowski",NA,0
