"","SetName","Winrate","Presence"
"1","LEA",NA,0
"2","AVR",NA,0
"3","WAR",NA,0
"4","ONS",NA,0
"5","ZEN",NA,0
"6","BFZ",NA,0
"7","ATQ",NA,0
"8","MH1",NA,0
"9","DIS",NA,0
"10","AER",NA,0
"11","RAV",NA,0
"12","GPT",NA,0
"13","M15",NA,0
"14","ROE",NA,0
"15","KTK",NA,0
"16","WWK",NA,0
"17","IKO",NA,0
"18","DTK",NA,0
"19","RTR",NA,0
"20","ZNR",NA,0
"21","M11",NA,0
"22","FUT",NA,0
"23","RNA",NA,0
"24","JUD",NA,0
"25","M21",NA,0
"26","THB",NA,0
"27","STH",NA,0
"28","AKH",NA,0
"29","ISD",NA,0
"30","CON",NA,0
"31","KLD",NA,0
"32","5DN",NA,0
"33","ELD",NA,0
"34","SHM",NA,0
"35","DOM",NA,0
"36","NPH",NA,0
"37","LRW",NA,0
"38","FRF",NA,0
"39","SOM",NA,0
"40","MRD",NA,0
"41","INV",NA,0
"42","OGW",NA,0
"43","LEG",NA,0
"44","ALA",NA,0
"45","CSP",NA,0
"46","ICE",NA,0
"47","CHK",NA,0
"48","TSP",NA,0
"49","KHM",NA,0
"50","M10",NA,0
"51","GRN",NA,0
"52","NEM",NA,0
"53","XLN",NA,0
"54","JOU",NA,0
"55","GTC",NA,0
"56","WTH",NA,0
"57","HOU",NA,0
"58","EMN",NA,0
"59","ARB",NA,0
"60","M13",NA,0
"61","DRK",NA,0
"62","CMD",NA,0
"63","PLC",NA,0
"64","MBS",NA,0
"65","ODY",NA,0
"66","MOR",NA,0
"67","SOI",NA,0
"68","M12",NA,0
"69","TOR",NA,0
"70","DST",NA,0
"71","PLS",NA,0
"72","SOK",NA,0
"73","ULG",NA,0
"74","DKA",NA,0
"75","M19",NA,0
"76","EVE",NA,0
"77","DGM",NA,0
"78","MIR",NA,0
"79","M14",NA,0
"80","ALL",NA,0
"81","M20",NA,0
"82","TMP",NA,0
"83","SCG",NA,0
"84","P02",NA,0
"85","APC",NA,0
"86","BOK",NA,0
"87","ORI",NA,0
