"","CardNames","DeckCount","Winrate95Min"
"1","Forest",97,70.5
"2","Cavern of Souls",22,70.4
"3","Blast Zone",34,70.4
"4","Windswept Heath",59,70.2
"5","Misty Rainforest",57,70.1
"6","Ulamog, the Ceaseless Hunger",15,70
"7","Expedition Map",21,69.9
"8","Urza's Mine",21,69.9
"9","Urza's Power Plant",21,69.9
"10","Urza's Tower",21,69.9
"11","Prismatic Vista",37,69.8
"12","Utopia Sprawl",41,69.8
"13","Walking Ballista",46,69.8
"14","Breeding Pool",38,69.7
"15","Wooded Foothills",88,69.7
"16","Temple Garden",49,69.6
"17","Steam Vents",57,69.6
"18","Plains",64,69.6
"19","Radiant Fountain",14,69.5
"20","Mountain",90,69.5
"21","Lightning Bolt",93,69.5
"22","All Is Dust",19,69.4
"23","Monastery Swiftspear",47,69.3
"24","Stomping Ground",37,69.2
"25","Arbor Elf",29,69
"26","Hallowed Fountain",30,68.9
"27","Ketria Triome",20,68.8
"28","Fiery Islet",42,68.8
"29","Verdant Catacombs",66,68.8
"30","Island",48,68.7
"31","Collected Company",29,68.5
"32","Supreme Verdict",33,68.5
"33","Skyclave Apparition",35,68.5
"34","Valakut, the Molten Pinnacle",15,68.4
"35","Primeval Titan",12,68.3
"36","Karn, the Great Creator",19,68.3
"37","Lightning Helix",24,68.3
"38","Horizon Canopy",31,68.3
"39","Bloodstained Mire",58,68.3
"40","Light Up the Stage",29,68.2
"41","Lava Dart",29,68.2
"42","Conclave Mentor",28,68.2
"43","Heliod, Sun-Crowned",28,68.2
"44","Ranger-Captain of Eos",28,68.2
"45","Spike Feeder",28,68.2
"46","Soul-Scar Mage",30,68.2
"47","Snapcaster Mage",30,68.1
"48","Dryad of the Ilysian Grove",14,68
"49","Noble Hierarch",30,68
"50","Spirebluff Canal",33,68
