"","CardNames","DeckCount","WinrateAverage"
"1","Veil of Summer",92,73.1
"2","Damping Sphere",54,72.8
"3","Path to Exile",53,72.9
"4","Mystical Dispute",42,72.7
"5","Lurrus of the Dream-Den",41,72.3
"6","Aether Gust",41,72
"7","Deicide",40,74.8
"8","Kozilek's Return",39,73.1
"9","Engineered Explosives",36,73.2
"10","Relic of Progenitus",32,75.9
"11","Abrade",30,75
"12","Tormod's Crypt",29,74.6
"13","Soul-Guide Lantern",29,74
"14","Rest in Peace",28,69.9
"15","Assassin's Trophy",23,71.5
"16","Spell Pierce",23,72.3
"17","Nihil Spellbomb",22,71
"18","Cleansing Wildfire",22,71.5
"19","Ashiok, Dream Render",21,70.3
"20","Grafdigger's Cage",20,74.1
"21","Auriok Champion",20,73.3
"22","Pithing Needle",20,71.3
"23","Thoughtseize",20,75
"24","Liquimetal Coating",19,75.4
"25","Unravel the Aether",19,70.8
"26","Fatal Push",19,71.6
"27","Celestial Purge",19,73.8
"28","Ensnaring Bridge",18,75.6
"29","Kozilek, Butcher of Truth",18,75.8
"30","Walking Ballista",17,75.2
"31","Kroxa, Titan of Death's Hunger",17,71.1
"32","Force of Vigor",17,73.1
"33","Burrenton Forge-Tender",16,70.9
"34","Collective Brutality",16,70.5
"35","Dismember",16,75
"36","Vapor Snag",16,75
"37","Sundering Titan",15,75.2
"38","Surgical Extraction",15,76.1
"39","Spatial Contortion",15,76.5
"40","Trinisphere",14,73.6
"41","Wurmcoil Engine",14,77.1
"42","Flusterstorm",14,70.4
"43","Reclamation Sage",14,75.8
"44","Choke",14,76.5
"45","Kor Firewalker",14,72.8
"46","Blood Moon",13,71
"47","Ceremonious Rejection",13,72.8
"48","Sorcerous Spyglass",12,75.2
"49","Wear // Tear",12,76.6
"50","Gaea's Blessing",12,73.1
