"","CardNames","DeckCount","Winrate95Min"
"1","Relic of Progenitus",32,70.5
"2","Deicide",40,69.9
"3","Veil of Summer",92,69.9
"4","Abrade",30,69.3
"5","Wurmcoil Engine",14,68.9
"6","Tormod's Crypt",29,68.9
"7","Path to Exile",53,68.6
"8","Damping Sphere",54,68.5
"9","Spatial Contortion",15,68.4
"10","Choke",14,68.4
"11","Kozilek, Butcher of Truth",18,68.4
"12","Ensnaring Bridge",18,68.3
"13","Liquimetal Coating",19,68.3
"14","Soul-Guide Lantern",29,68.2
"15","Surgical Extraction",15,68
"16","Thoughtseize",20,68
"17","Kozilek's Return",39,68
"18","Engineered Explosives",36,67.9
"19","Mystical Dispute",42,67.7
"20","Wear // Tear",12,67.6
"21","Walking Ballista",17,67.5
"22","Shadows' Verdict",7,67.4
"23","Reclamation Sage",14,67.4
"24","Lurrus of the Dream-Den",41,67.4
"25","Tireless Tracker",8,67.3
"26","Sundering Titan",15,67.1
"27","Vapor Snag",16,67
"28","Grafdigger's Cage",20,67
"29","Aether Gust",41,67
"30","Dismember",16,66.9
"31","Wilt",10,66.7
"32","Eliminate",6,66.6
"33","Crumble to Dust",11,66.4
"34","Celestial Purge",19,66.4
"35","Dovin's Veto",10,66.1
"36","Auriok Champion",20,66.1
"37","Pact of Negation",7,66
"38","Sorcerous Spyglass",12,66
"39","Cavern of Souls",4,65.9
"40","Bedlam Reveler",10,65.9
"41","Supreme Verdict",10,65.9
"42","Radiant Fountain",7,65.8
"43","Beast Within",5,65.7
"44","Giant Killer",10,65.7
"45","Spell Pierce",23,65.5
"46","Jegantha, the Wellspring",2,65.1
"47","Force of Vigor",17,65.1
"48","Obstinate Baloth",11,65
"49","Trinisphere",14,65
"50","Skullcrack",12,64.7
