"","CardNames","DeckCount","WinrateAverage"
"1","Mystical Dispute",180,64.9
"2","Aether Gust",100,66.3
"3","Rest in Peace",83,64.6
"4","Soul-Guide Lantern",62,67.2
"5","Lurrus of the Dream-Den",59,65.5
"6","Go Blank",56,68.1
"7","Narset, Parter of Veils",56,68.3
"8","Duress",51,67.3
"9","Archon of Emeria",51,65.8
"10","Magma Spray",48,65.9
"11","Legion's End",47,69.2
"12","Anger of the Gods",46,64.2
"13","Shadows' Verdict",41,66.8
"14","Disdainful Stroke",39,63.1
"15","Negate",38,67.5
"16","Self-Inflicted Wound",37,68.2
"17","Fatal Push",34,63.4
"18","Notion Thief",33,62.7
"19","Kalitas, Traitor of Ghet",32,67.7
"20","Settle the Wreckage",31,64.6
"21","Yorion, Sky Nomad",31,65.9
"22","Aethersphere Harvester",30,67.6
"23","Roiling Vortex",30,61.1
"24","Skyclave Apparition",30,65.7
"25","Abrade",30,65.2
"26","Thoughtseize",30,67
"27","Damping Sphere",29,66.7
"28","Thought Distortion",28,65.3
"29","Permeating Mass",27,63.7
"30","Heartless Act",26,65.6
"31","Chained to the Rocks",25,63.2
"32","Scrabbling Claws",24,66.5
"33","Feed the Swarm",22,67.9
"34","Gruul Charm",22,65.8
"35","Collective Brutality",21,72.8
"36","Searing Blood",21,61
"37","Jegantha, the Wellspring",21,66.7
"38","Alpine Moon",21,63.4
"39","Lava Coil",20,62.5
"40","Grafdigger's Cage",20,62
"41","Reidane, God of the Worthy",19,63.6
"42","Fry",19,68.3
"43","Rakdos's Return",18,67.7
"44","Voice of Resurgence",18,62
"45","Despark",17,60.9
"46","Ral, Izzet Viceroy",16,67.3
"47","Ugin, the Spirit Dragon",16,63.9
"48","Portable Hole",15,63
"49","Surrak Dragonclaw",14,63.3
"50","Knight of Autumn",14,62.2
