"","CardNames","DeckCount","WinrateAverage"
"1","Mountain",160,64.9
"2","Island",150,65.2
"3","Fabled Passage",131,67.2
"4","Plains",116,64.2
"5","Fatal Push",109,66.7
"6","Swamp",104,66.4
"7","Mana Confluence",82,64.3
"8","Thoughtseize",77,68.1
"9","Forest",76,64.8
"10","Mutavault",71,66.7
"11","Watery Grave",65,65.2
"12","Skyclave Apparition",65,65.2
"13","Wild Slash",63,63.4
"14","Sunpetal Grove",62,66
"15","Heartless Act",58,67.6
"16","Hallowed Fountain",57,64.6
"17","Expressive Iteration",53,65.9
"18","Extinction Event",52,64.9
"19","Ketria Triome",52,66.2
"20","Raugrin Triome",52,66.1
"21","Steam Vents",52,65.8
"22","Opt",51,66.2
"23","Glacial Fortress",50,64.6
"24","Kolaghan's Command",48,66.1
"25","Barkchannel Pathway",46,62.6
"26","Hengegate Pathway",46,63.8
"27","Dreadbore",45,64.9
"28","Collected Company",45,64.1
"29","Temple Garden",45,64
"30","Omnath, Locus of Creation",45,66.2
"31","Botanical Sanctum",44,61.6
"32","Overgrown Tomb",44,65
"33","Indatha Triome",43,65.3
"34","Branchloft Pathway",42,63.9
"35","Klothys, God of Destiny",42,62.9
"36","Rootbound Crag",42,63.5
"37","Castle Locthwain",41,68.4
"38","Murderous Rider",41,67.7
"39","Sacred Foundry",41,65
"40","Savai Triome",41,65.3
"41","Bloodchief's Thirst",39,69
"42","Knight of the Ebon Legion",39,68.2
"43","Zagoth Triome",39,65.3
"44","Treasure Cruise",39,67.9
"45","Sulfur Falls",39,65.2
"46","Faceless Haven",38,68.2
"47","Sylvan Caryatid",38,64.6
"48","Riverglide Pathway",38,66
"49","Stomping Ground",38,68.2
"50","Breeding Pool",37,62.4
