"","CardNames","DeckCount","WinrateAverage"
"1","Silumgar's Command",1,88.9
"2","Cleansing Wildfire",1,85.7
"3","Snow-Covered Mountain",1,85.7
"4","Liliana, the Last Hope",2,80
"5","Snow-Covered Forest",2,78.6
"6","Behold the Multiverse",3,78.3
"7","Snow-Covered Island",2,76.9
"8","Felidar Retreat",2,76.9
"9","Zulaport Cutthroat",1,75
"10","Languish",1,75
"11","Essence Extraction",1,75
"12","Dead Weight",1,75
"13","Thassa, Deep-Dwelling",1,75
"14","Alpine Moon",1,75
"15","Blood Baron of Vizkopa",1,75
"16","Duress",5,74.4
"17","Renegade Rallier",8,73.7
"18","Sylvan Awakening",6,73.3
"19","Jeskai Ascendancy",6,73.3
"20","Radiant Flames",4,73.3
"21","Deputy of Detention",10,73
"22","Hinterland Harbor",7,72.5
"23","Archon of Sun's Grace",12,71.6
"24","Sin Collector",12,71.6
"25","Enigmatic Incarnation",12,71.6
"26","Nylea's Presence",12,71.6
"27","Fblthp, the Lost",10,71.6
"28","Omen of the Forge",10,71.6
"29","Reckless Bushwhacker",2,71.4
"30","Bolas's Citadel",2,71.4
"31","Kazandu Mammoth",2,71.4
"32","Deafening Clarion",2,71.4
"33","The Royal Scions",2,71.4
"34","Arcanist's Owl",2,71.4
"35","Anafenza, the Foremost",1,71.4
"36","Loxodon Smiter",1,71.4
"37","Dauntless Bodyguard",1,71.4
"38","Seasoned Hallowblade",1,71.4
"39","Shepherd of the Flock",1,71.4
"40","Soldier of the Pantheon",1,71.4
"41","Thalia's Lieutenant",1,71.4
"42","Rally the Ranks",1,71.4
"43","Barkhide Troll",1,71.4
"44","Garruk's Harbinger",1,71.4
"45","Old-Growth Troll",1,71.4
"46","Steel Leaf Champion",1,71.4
"47","Yorvo, Lord of Garenbrig",1,71.4
"48","Primal Might",1,71.4
"49","Aspect of Hydra",1,71.4
"50","Tenth District Legionnaire",1,71.4
