"","CardNames","DeckCount","Winrate95Min"
"1","Thoughtseize",77,64.1
"2","Fabled Passage",131,64.1
"3","Bloodchief's Thirst",39,63.3
"4","Fatal Push",109,63.3
"5","Stitcher's Supplier",19,63.2
"6","Village Rites",19,63.2
"7","Chained to the Rocks",21,63.2
"8","Swamp",104,62.9
"9","Heartless Act",58,62.8
"10","Castle Locthwain",41,62.7
"11","Knight of the Ebon Legion",39,62.4
"12","Faceless Haven",38,62.4
"13","Mutavault",71,62.4
"14","Snow-Covered Swamp",33,62.2
"15","Stomping Ground",38,62.2
"16","Island",150,62.2
"17","Treasure Cruise",39,62
"18","Murderous Rider",41,62
"19","Mountain",160,62
"20","Urborg, Tomb of Yawgmoth",34,61.9
"21","Claim // Fame",23,61.7
"22","Dreadhorde Arcanist",26,61.7
"23","Dragonskull Summit",25,61.6
"24","Blightstep Pathway",26,61.5
"25","Deputy of Detention",10,61.4
"26","Negate",14,61.4
"27","Gifted Aetherborn",17,61.3
"28","Bloodsoaked Champion",29,61.3
"29","Dread Wanderer",29,61.3
"30","Rankle, Master of Pranks",29,61.3
"31","Scrapheap Scrounger",29,61.3
"32","Spawn of Mayhem",29,61.3
"33","Thing in the Ice",23,61.2
"34","Kroxa, Titan of Death's Hunger",24,61.2
"35","Sunpetal Grove",62,61.2
"36","Young Pyromancer",28,61.1
"37","Archon of Sun's Grace",12,61
"38","Sin Collector",12,61
"39","Enigmatic Incarnation",12,61
"40","Nylea's Presence",12,61
"41","Fires of Invention",13,61
"42","Ketria Triome",52,61
"43","Opt",51,61
"44","Raugrin Triome",52,60.9
"45","Expressive Iteration",53,60.8
"46","Darkbore Pathway",17,60.7
"47","Kolaghan's Command",48,60.7
"48","Steam Vents",52,60.7
"49","Plains",116,60.7
"50","Knight of Autumn",16,60.6
