"","presence","winrate","low_winrate","comb_presence_winrate","meta_score"
"Tiers 1",Phoenix - Mono Black Aggro - Niv To Light - Bant Spirits,Ascendancy - Enigmatic Incarnation - Pyromancer,Pyromancer - Enigmatic Incarnation - Mono Black Aggro - Phoenix - Dimir Control,Mono Black Aggro - Phoenix - Pyromancer - Dimir Control,Mono Black Aggro - Phoenix - Pyromancer - Dimir Control
"Tiers 1.5",Pyromancer - Dimir Control - Boros Burn,Mono Black Vampires - Dimir Control - Mono Black Aggro - Phoenix - Selesnya Stompy,Ascendancy - Mono Black Vampires - Bant Spirits - Niv To Light - Selesnya Stompy - Boros Burn,Bant Spirits - Niv To Light - Enigmatic Incarnation - Boros Burn - Mono Black Vampires - Ascendancy - Selesnya Stompy,Bant Spirits - Niv To Light - Enigmatic Incarnation - Boros Burn - Mono Black Vampires - Ascendancy - Selesnya Stompy
"Tiers 2",Selesnya Stompy - Enigmatic Incarnation - Simic Lotus Field - Mono Black Vampires - Unknown - Azorius Ensoul - Ascendancy - Gruul Stompy - Devotion Walkers - Mono Red Burn,Unknown - Jund Sacrifice - Azorius Blink - Bant Spirits - Azorius Ensoul - Niv To Light - Boros Burn - Simic Lotus Field - Gruul Stompy - Mono Red Burn,Unknown - Simic Lotus Field - Azorius Ensoul - Jund Sacrifice - Azorius Blink,Unknown - Simic Lotus Field - Azorius Ensoul - Gruul Stompy,Unknown - Simic Lotus Field - Azorius Ensoul - Gruul Stompy
"Tiers 2.5",Jund Sacrifice - Azorius Blink - Grixis Arcanist,Devotion Walkers - Grixis Arcanist,Gruul Stompy - Mono Red Burn - Devotion Walkers - Grixis Arcanist,Jund Sacrifice - Azorius Blink - Mono Red Burn - Devotion Walkers - Grixis Arcanist,Jund Sacrifice - Azorius Blink - Mono Red Burn - Devotion Walkers - Grixis Arcanist
