"","SetCode","NoCopies","Winrate"
"1","LEA",751,0.648
"2","MRD",358,0.643
"3","ICE",357,0.614
"4","MH2",147,0.652
"5","SOM",140,0.683
"6","MH1",140,0.621
"7","NEO",127,0.628
"8","LRW",114,0.603
"9","IKO",105,0.631
"10","DST",96,0.609
"11","USG",92,0.618
"12","M11",89,0.624
"13","TSP",82,0.632
"14","ZEN",76,0.676
"15","BOK",74,0.588
"16","TOR",71,0.61
"17","MBS",69,0.632
"18","XLN",68,0.653
"19","JUD",65,0.704
"20","AFR",65,0.636
"21","VOW",65,0.631
"22","WWK",62,0.599
"23","DOM",60,0.619
"24","MMQ",60,0.614
"25","ALA",60,0.646
"26","KTK",58,0.712
"27","KHM",58,0.588
"28","M13",55,0.604
"29","RAV",54,0.699
"30","CN2",54,0.635
"31","DKA",53,0.62
"32","RTR",51,0.67
"33","SOI",49,0.688
"34","C16",44,0.629
"35","ULG",43,0.628
"36","APC",39,0.627
"37","NPH",39,0.635
"38","ONS",38,0.652
"39","ROE",37,0.67
"40","ELD",34,0.671
"41","ORI",33,0.617
"42","DIS",31,0.667
"43","FRF",30,0.613
"44","ISD",28,0.684
"45","THS",26,0.638
"46","ZNR",23,0.682
"47","ARN",23,0.646
"48","CMR",22,0.676
"49","M10",22,0.646
"50","CSP",22,0.59
"51","VIS",21,0.641
"52","LEG",20,0.579
"53","GPT",17,0.6
"54","5DN",16,0.656
"55","EVE",16,0.683
"56","INV",16,0.65
"57","M12",15,0.667
"58","M21",14,0.654
"59","AKH",13,0.676
"60","CHK",13,0.63
"61","MOR",12,0.564
"62","SHM",12,0.579
"63","HOU",11,0.69
"64","KLD",10,0.69
"65","MID",10,0.6
"66","AVR",10,0.63
"67","SCG",10,0.644
"68","STX",9,0.71
"69","THB",9,0.679
"70","LGN",9,0.579
"71","GTC",7,0.609
"72","RNA",7,0.571
"73","M15",6,0.71
"74","TMP",6,0.667
"75","PLS",6,0.692
"76","M14",6,0.55
"77","FUT",6,0.65
"78","OGW",5,0.667
"79","BNG",4,0.714
"80","GRN",4,0.714
"81","JOU",4,0.714
"82","PLC",4,0.55
"83","JMP",4,0.667
"84","EMN",4,0.571
"85","FEM",4,0.571
"86","M19",3,0.571
"87","ODY",2,0.538
"88","ARB",2,0.667
"89","ATQ",2,0.667
"90","BFZ",1,0.667
