"","Artist","NoCopies","Winrate"
"1","Mark Poole",210,0.628
"2","Anson Maddocks",166,0.595
"3","Rob Alexander",159,0.667
"4","Christopher Rush",151,0.636
"5","Greg Staples",142,0.635
"6","Dan Frazier",135,0.627
"7","Dan Scott",123,0.603
"8","Kaja Foglio",117,0.632
"9","Steven Belledin",104,0.624
"10","John Avon",101,0.668
"11","Jesper Myrfors",99,0.679
"12","Rebecca Guay",88,0.586
"13","Douglas Shuler",83,0.671
"14","Marc Simonetti",80,0.664
"15","Colin Boyer",73,0.591
"16","Matt Stewart",68,0.693
"17","Bastien L. Deharme",66,0.635
"18","Svetlin Velinov",64,0.628
"19","Raoul Vitale",59,0.626
"20","Alex Horley-Orlandelli",58,0.63
"21","Vance Kovacs",57,0.612
"22","Irina Nordsol",56,0.634
"23","Ben Thompson",56,0.616
"24","Gabor Szikszai",54,0.667
"25","Jonas De Ro",54,0.649
"26","Terese Nielsen",53,0.628
"27","Mark Tedin",51,0.6
"28","Randy Gallegos",50,0.638
"29","Slawomir Maniak",49,0.581
"30","Evyn Fong",48,0.62
"31","Tia Masic",46,0.588
"32","Filip Burburan",45,0.657
"33","Craig J Spearing",44,0.729
"34","David Gaillet",44,0.592
"35","Matt Thompson",43,0.632
"36","Yeong-Hao Han",40,0.652
"37","Anastasia Ovchinnikova",39,0.609
"38","Mike Ploog",37,0.608
"39","Tom Wänerstrand",36,0.644
"40","Lawrence Snelly",36,0.641
"41","Eytan Zana",34,0.701
"42","Mathias Kollros",34,0.663
"43","Thomas M. Baxa",34,0.644
"44","Warren Mahy",33,0.684
"45","Greg Hildebrandt",32,0.636
"46","Mike Raabe",31,0.61
"47","Daren Bader",31,0.606
"48","YW Tang",30,0.613
"49","Eric Peterson",29,0.713
"50","Howard Lyon",29,0.642
"51","Lindsey Look",27,0.653
"52","Dave Allsop",27,0.662
"53","Johannes Voss",27,0.585
"54","Robbie Trevino",24,0.65
"55","Joe Slucher",24,0.65
"56","Daarken",24,0.617
"57","Christopher Moeller",24,0.6
"58","Pat Morrissey",24,0.538
"59","Aaron Miller",22,0.703
"60","Joseph Meehan",21,0.651
"61","David Martin",21,0.648
"62","Allen Williams",20,0.733
"63","Kev Walker",19,0.648
"64","Justine Cruz",18,0.635
"65","Ilse Gort",18,0.667
"66","Pete Venters",18,0.556
"67","Fred Hooper",17,0.688
"68","Glen Angus",17,0.671
"69","Sandra Everingham",16,0.702
"70","Dany Orizio",16,0.606
"71","Ron Spencer",16,0.644
"72","Luca Zontini",15,0.667
"73","Sidharth Chaturvedi",15,0.66
"74","Jaime Jones",14,0.759
"75","Joshua Hagler",14,0.6
"76","Jason Felix",13,0.655
"77","Bryon Wackwitz",13,0.553
"78","Michael Sutfin",13,0.63
"79","Zoltan Boros",12,0.667
"80","Randy Vargas",11,0.577
"81","Martina Fackova",11,0.591
"82","James Paick",11,0.606
"83","Heather Hudson",10,0.736
"84","Lucas Graciano",10,0.615
"85","Titus Lunter",9,0.7
"86","Lars Grant-West",9,0.63
"87","Cristi Balanescu",9,0.684
"88","Justin Sweet",9,0.667
"89","Eric Fortune",8,0.733
"90","Vincent Proce",8,0.643
"91","Massimilano Frezzato",8,0.643
"92","Paolo Parente",8,0.643
"93","Ron Spears",8,0.643
"94","Tom Kyffin",8,0.538
"95","Dave Dorman",8,0.538
"96","Omar Rayyan",8,0.538
"97","Efrem Palacios",8,0.538
"98","Nils Hamm",8,0.5
"99","Volkan Baǵa",8,0.571
"100","Lie Setiawan",8,0.636
"101","Jodie Muir",8,0.615
"102","Adam Paquette",7,0.703
"103","Daniel Ljunggren",7,0.733
"104","Kieran Yanner",7,0.667
"105","Dave Kendall",7,0.667
"106","Goran Josic",6,0.778
"107","April Lee",6,0.667
"108","Steve Argyle",6,0.63
"109","Wisnu Tan",6,0.714
"110","Kimonas Theodossiou",6,0.75
"111","rk post",6,0.6
"112","Jeremy Jarvis",6,0.564
"113","Scott Hampton",6,0.538
"114","Michael Danza",6,0.538
"115","Tony Szczudlo",5,0.694
"116","Winona Nelson",5,0.607
"117","Raymond Swanland",5,0.615
"118","Ryan Pancoast",5,0.571
"119","Jeff Easley",4,0.692
"120","Mark Winters",4,0.714
"121","Milivoj Ćeran",4,0.714
"122","James Zapata",4,0.714
"123","Aurore Folny",4,0.714
