"","CardNames","DeckCount","Winrate95Min"
"1","Rally the Peasants",7,62.4
"2","Secluded Steppe",5,61.5
"3","Boros Garrison",10,60.9
"4","Thraben Inspector",11,60.1
"5","Mountain",15,59.8
"6","Plains",15,59.8
"7","Wind-Scarred Crag",8,58.6
"8","Palace Sentinels",7,58.3
"9","Prismatic Strands",7,58.3
"10","Lightning Bolt",18,58.3
"11","Galvanic Blast",20,58.3
"12","Great Furnace",20,57.5
"13","Guardian of the Guildpact",8,57.3
"14","Seeker of the Way",6,57.2
"15","Rustvale Bridge",5,57.1
"16","Golden Egg",2,56.6
"17","Lorehold Campus",2,56.6
"18","Journey to Nowhere",10,56.6
"19","Squadron Hawk",7,56.2
"20","Battle Screech",8,56.1
"21","Electrickery",12,56
"22","Faithless Looting",8,55.9
"23","Ichor Wellspring",14,55.8
"24","Makeshift Munitions",16,55.8
"25","Abrade",6,55.7
"26","Ash Barrens",21,54.5
"27","Swamp",22,54.4
"28","Experimental Synthesizer",12,54.3
"29","Drossforge Bridge",15,54.1
"30","Silverbluff Bridge",11,53.8
"31","Radiant Fountain",3,53.3
"32","Glint Hawk",4,53.3
"33","Ancient Den",4,53.3
"34","Mistvault Bridge",11,53.3
"35","Deadly Dispute",14,53.2
"36","Chromatic Star",14,53.2
"37","Vault of Whispers",14,53.2
"38","Frogmite",13,52.6
"39","Myr Enforcer",13,52.6
"40","Blood Fountain",13,52.6
"41","Kuldotha Rebirth",2,52.4
"42","Kor Skyfisher",5,52.4
"43","Krark-Clan Shaman",6,52.4
"44","Disciple of the Vault",11,52.2
"45","Forgotten Cave",5,51.9
"46","Counterspell",21,51.7
"47","Gurmag Angler",16,51.5
"48","Terrarion",6,51
"49","Seat of the Synod",7,50.9
"50","Chainer's Edict",10,50.9
