"","SetName","Winrate","Presence"
"1","ONS",NA,0
"2","LEA",NA,0
"3","DIS",NA,0
"4","GPT",NA,0
"5","MH1",NA,0
"6","ZEN",NA,0
"7","NPH",NA,0
"8","RAV",NA,0
"9","INV",NA,0
"10","KLD",NA,0
"11","AKH",NA,0
"12","KTK",NA,0
"13","ELD",NA,0
"14","JUD",NA,0
"15","IKO",NA,0
"16","PLS",NA,0
"17","THB",NA,0
"18","M21",NA,0
"19","WAR",NA,0
"20","SHM",NA,0
"21","ALL",NA,0
"22","BFZ",NA,0
"23","ISD",NA,0
"24","CSP",NA,0
"25","ZNR",NA,0
"26","AER",NA,0
"27","AVR",NA,0
"28","LRW",NA,0
"29","WWK",NA,0
"30","KHM",NA,0
"31","STX",NA,0
"32","CON",NA,0
"33","STH",NA,0
"34","M15",NA,0
"35","M20",NA,0
"36","OGW",NA,0
"37","M11",NA,0
"38","FUT",NA,0
"39","ICE",NA,0
"40","TSP",NA,0
"41","DRK",NA,0
"42","ROE",NA,0
"43","CHK",NA,0
"44","M10",NA,0
"45","FRF",NA,0
"46","ULG",NA,0
"47","NEM",NA,0
"48","RNA",NA,0
"49","ARB",NA,0
"50","5DN",NA,0
"51","MOR",NA,0
"52","RTR",NA,0
"53","MBS",NA,0
"54","WTH",NA,0
"55","DTK",NA,0
"56","DOM",NA,0
"57","ATQ",NA,0
"58","XLN",NA,0
"59","MRD",NA,0
"60","SOI",NA,0
"61","EVE",NA,0
"62","ALA",NA,0
"63","TMP",NA,0
"64","HOU",NA,0
"65","DST",NA,0
"66","GRN",NA,0
"67","THS",NA,0
"68","PLC",NA,0
"69","GTC",NA,0
"70","SOM",NA,0
"71","LEG",NA,0
"72","ODY",NA,0
"73","DKA",NA,0
"74","JOU",NA,0
"75","EMN",NA,0
"76","ORI",NA,0
"77","ARN",NA,0
"78","P02",NA,0
"79","SOK",NA,0
"80","POR",NA,0
"81","MIR",NA,0
"82","M14",NA,0
"83","CMD",NA,0
"84","M13",NA,0
"85","DGM",NA,0
"86","M12",NA,0
"87","TOR",NA,0
"88","BNG",NA,0
"89","APC",NA,0
"90","M19",NA,0
"91","BOK",NA,0
"92","HML",NA,0
