"","SetName","Winrate","Presence"
"1","SHM",NA,0
"2","NPH",NA,0
"3","ZEN",NA,0
"4","OGW",NA,0
"5","DRK",NA,0
"6","M20",NA,0
"7","THB",NA,0
"8","ZNR",NA,0
"9","5DN",NA,0
"10","ELD",NA,0
"11","AER",NA,0
"12","WWK",NA,0
"13","ALA",NA,0
"14","SOM",NA,0
"15","ROE",NA,0
"16","IKO",NA,0
"17","HOU",NA,0
"18","SOK",NA,0
"19","M15",NA,0
"20","CON",NA,0
"21","M11",NA,0
"22","LRW",NA,0
"23","STH",NA,0
"24","EMN",NA,0
"25","KLD",NA,0
"26","THS",NA,0
"27","DST",NA,0
"28","DOM",NA,0
"29","DIS",NA,0
"30","RTR",NA,0
"31","DKA",NA,0
"32","PLC",NA,0
"33","WAR",NA,0
"34","BFZ",NA,0
"35","JOU",NA,0
"36","CMD",NA,0
"37","SOI",NA,0
"38","GRN",NA,0
"39","STX",NA,0
"40","MH1",NA,0
"41","MBS",NA,0
"42","MOR",NA,0
"43","AVR",NA,0
"44","XLN",NA,0
"45","WTH",NA,0
"46","BOK",NA,0
"47","M12",NA,0
"48","M19",NA,0
"49","ALL",NA,0
"50","DGM",NA,0
"51","RAV",NA,0
"52","FUT",NA,0
"53","GPT",NA,0
"54","TSP",NA,0
"55","DTK",NA,0
"56","RNA",NA,0
"57","M21",NA,0
"58","ISD",NA,0
"59","GTC",NA,0
"60","LEA",NA,0
"61","KTK",NA,0
"62","ULG",NA,0
"63","TMP",NA,0
"64","MRD",NA,0
"65","ATQ",NA,0
"66","BNG",NA,0
"67","KHM",NA,0
"68","FRF",NA,0
"69","M13",NA,0
"70","ORI",NA,0
"71","M10",NA,0
"72","AKH",NA,0
"73","ICE",NA,0
"74","USG",NA,0
"75","ARB",NA,0
"76","POR",NA,0
"77","M14",NA,0
"78","NEM",NA,0
"79","PLS",NA,0
"80","CHK",NA,0
"81","C14",NA,0
"82","TOR",NA,0
"83","EVE",NA,0
