"","SetCode","NoCopies","Winrate"
"1","LEA",2691,0.632
"2","ICE",1580,0.636
"3","MRD",1119,0.661
"4","MH2",730,0.64
"5","SOM",640,0.641
"6","LRW",526,0.64
"7","MH1",515,0.631
"8","NEO",496,0.646
"9","TOR",416,0.628
"10","VOW",384,0.629
"11","M11",382,0.634
"12","TSP",322,0.638
"13","C16",316,0.637
"14","ZEN",311,0.647
"15","MBS",298,0.639
"16","DIS",297,0.628
"17","KHM",287,0.618
"18","IKO",286,0.633
"19","AFR",278,0.643
"20","M13",275,0.645
"21","USG",272,0.636
"22","ROE",270,0.636
"23","SOI",250,0.626
"24","WWK",233,0.626
"25","XLN",225,0.639
"26","MMQ",222,0.633
"27","DKA",216,0.624
"28","ULG",211,0.646
"29","KTK",208,0.637
"30","BOK",202,0.635
"31","RTR",192,0.624
"32","ALA",170,0.627
"33","NPH",168,0.634
"34","ALL",166,0.648
"35","FRF",160,0.638
"36","INV",156,0.624
"37","SHM",147,0.615
"38","CMR",144,0.593
"39","ISD",140,0.63
"40","HOU",136,0.648
"41","RAV",132,0.649
"42","JUD",126,0.633
"43","DOM",126,0.617
"44","CSP",116,0.631
"45","EVE",113,0.602
"46","CN2",107,0.627
"47","AVR",106,0.637
"48","DST",103,0.642
"49","ONS",101,0.647
"50","M12",100,0.606
"51","PLS",95,0.667
"52","ELD",95,0.612
"53","ZNR",88,0.619
"54","VIS",87,0.619
"55","APC",83,0.626
"56","AKH",82,0.606
"57","STX",78,0.644
"58","M10",66,0.589
"59","ARN",64,0.63
"60","MOR",62,0.649
"61","ATQ",60,0.531
"62","TMP",58,0.623
"63","SCG",55,0.61
"64","ODY",50,0.638
"65","GTC",45,0.653
"66","LEG",45,0.663
"67","P02",44,0.635
"68","ORI",43,0.68
"69","GPT",43,0.593
"70","FUT",39,0.642
"71","RNA",39,0.592
"72","MID",36,0.67
"73","LGN",35,0.632
"74","M21",35,0.603
"75","5DN",33,0.642
"76","CHK",32,0.6
"77","THB",30,0.58
"78","JOU",28,0.609
"79","BFZ",27,0.656
"80","THS",24,0.625
"81","EMN",24,0.6
"82","PLC",23,0.635
"83","KLD",14,0.576
"84","AER",13,0.681
"85","ARB",13,0.684
"86","M15",12,0.645
"87","BNG",10,0.56
"88","JMP",8,0.632
"89","OGW",7,0.514
"90","DGM",5,0.692
"91","WAR",4,0.625
"92","NEM",4,0.667
"93","FEM",4,0.571
"94","M14",3,0.583
"95","M19",2,0.667
"96","SOK",2,0.615
"97","CNS",1,0.5
