"","CardNames","DeckCount","Winrate95Min"
"1","Gorilla Shaman",94,61.1
"2","Revoke Existence",27,60.6
"3","Krark-Clan Shaman",44,60.6
"4","Dust to Dust",68,60.4
"5","Pyroblast",79,60.4
"6","Blue Elemental Blast",68,60.1
"7","Spell Pierce",21,59.8
"8","Negate",26,59
"9","Red Elemental Blast",73,59
"10","Hydroblast",54,58.8
"11","Relic of Progenitus",85,58.6
"12","Annul",28,58.5
"13","Electrickery",63,58.4
"14","Duress",61,58.2
"15","Fiery Cannonade",67,58.2
"16","Last Breath",18,58.1
"17","Chainer's Edict",69,58
"18","Echoing Truth",28,57.9
"19","Shenanigans",28,57.6
"20","Light of Hope",17,57.5
"21","Leave No Trace",21,57.3
"22","Dawnbringer Cleric",23,57.3
"23","Curfew",26,57
"24","Dispel",46,56.9
"25","Nihil Spellbomb",50,56.7
"26","Devour Flesh",7,56.2
"27","Gut Shot",31,55.1
"28","Weather the Storm",24,54.7
"29","Unexpected Fangs",26,54.4
"30","Suffocating Fumes",32,54.3
"31","Nature's Chant",11,54
"32","Cuombajj Witches",14,53.9
"33","Stormbound Geist",11,53.5
"34","Smash to Smithereens",33,53.4
"35","Mountain",8,53.3
"36","Abrade",8,53.3
"37","Faerie Macabre",4,52.8
"38","Stonehorn Dignitary",18,52.2
"39","Tormod's Crypt",4,52
"40","Darkness",4,52
"41","Forest",4,52
"42","Sage's Row Denizen",2,51.9
"43","Sunscape Familiar",1,51.8
"44","Molten Rain",17,51.7
"45","Nameless Inversion",10,51.5
"46","Introduction to Prophecy",11,51.5
"47","Gnaw to the Bone",5,51.3
"48","Standard Bearer",15,51.3
"49","Thorn of the Black Rose",16,51.3
"50","Reaping the Graves",13,51
