"","CardNames","DeckCount","Winrate95Min"
"1","Seat of the Synod",31,61.7
"2","Krark-Clan Shaman",30,61.5
"3","Thoughtcast",30,61.5
"4","Experimental Synthesizer",48,61.5
"5","Silverbluff Bridge",36,61.4
"6","Frogmite",30,61.3
"7","Mistvault Bridge",32,61.3
"8","Myr Retriever",28,61.2
"9","Makeshift Munitions",59,61
"10","Ichor Wellspring",71,60.9
"11","Wind-Scarred Crag",21,60.8
"12","Myr Enforcer",32,60.8
"13","Snap",32,60.4
"14","Galvanic Blast",83,60.3
"15","Chromatic Star",47,60.1
"16","Ash Barrens",110,60.1
"17","Reckoner's Bargain",33,60
"18","Great Furnace",79,60
"19","Snow-Covered Island",67,59.9
"20","Vault of Whispers",66,59.8
"21","Preordain",86,59.8
"22","Blood Fountain",34,59.7
"23","Gurmag Angler",79,59.5
"24","Deadly Dispute",64,59.4
"25","Prohibit",22,59.3
"26","Journey to Nowhere",24,59.2
"27","Ephemerate",30,59.2
"28","Counterspell",72,59.2
"29","Drossforge Bridge",71,59.1
"30","Island",45,59
"31","Ponder",34,58.9
"32","Ninja of the Deep Hours",58,58.9
"33","Swamp",80,58.9
"34","Archaeomancer",27,58.8
"35","Evolving Wilds",47,58.8
"36","Faerie Seer",57,58.8
"37","Plains",63,58.8
"38","Spellstutter Sprite",60,58.7
"39","Lightning Bolt",100,58.7
"40","Ghostly Flicker",24,58.6
"41","Sunscape Familiar",24,58.5
"42","Azorius Chancery",24,58.5
"43","Augur of Bolas",54,58.5
"44","God-Pharaoh's Faithful",23,58.4
"45","Mortuary Mire",25,58.4
"46","Mountain",80,58.4
"47","Seeker of the Way",29,58.3
"48","Moon-Circuit Hacker",33,58.3
"49","Mulldrifter",34,58.3
"50","Boros Garrison",24,58.2
