"","CardNames","DeckCount","WinrateAverage"
"1","Sunscape Familiar",1,88.9
"2","Sage's Row Denizen",2,80
"3","Lumithread Field",1,77.8
"4","Thermo-Alchemist",1,75
"5","Shredded Sails",1,75
"6","Annoyed Altisaur",1,75
"7","Faerie Macabre",4,72.4
"8","Gigadrowse",2,71.4
"9","Reckoner's Bargain",1,71.4
"10","Bonesplitter",1,71.4
"11","Coral Net",1,71.4
"12","Winter's Rest",1,71.4
"13","Crypt Incursion",1,71.4
"14","Divest",1,71.4
"15","Syphon Life",1,71.4
"16","Unearth",1,71.4
"17","Wrench Mind",1,71.4
"18","Tormod's Crypt",4,71
"19","Darkness",4,71
"20","Forest",4,71
"21","Devour Flesh",7,70.6
"22","Grisly Survivor",3,69.6
"23","Cleansing Wildfire",2,69.2
"24","Steel Sabotage",2,69.2
"25","Piracy Charm",2,69.2
"26","Gnaw to the Bone",5,68.4
"27","Spell Pierce",21,68.1
"28","Revoke Existence",27,67.7
"29","Mountain",8,67.3
"30","Abrade",8,67.3
"31","Last Breath",18,66.9
"32","Light of Hope",17,66.7
"33","Deep Analysis",4,66.7
"34","Metallic Rebuke",3,66.7
"35","Augur of Bolas",2,66.7
"36","Drift of Phantasms",1,66.7
"37","Freed from the Real",1,66.7
"38","Fragmentize",1,66.7
"39","Choking Sands",1,66.7
"40","Dinrova Horror",1,66.7
"41","Bind the Monster",1,66.7
"42","Deprive",1,66.7
"43","Mantle of Tides",1,66.7
"44","Stream of Thought",1,66.7
"45","Counterspell",1,66.7
"46","Inside Out",1,66.7
"47","Brute Force",1,66.7
"48","Lightning Bolt",1,66.7
"49","Underworld Rage-Hound",1,66.7
"50","Negate",26,66.3
