"","Artist","NoCopies","Winrate"
"1","Christopher Rush",919,0.628
"2","Anson Maddocks",656,0.636
"3","Mark Poole",649,0.634
"4","Rob Alexander",590,0.642
"5","Douglas Shuler",579,0.624
"6","Kaja Foglio",460,0.642
"7","Richard Thomas",417,0.64
"8","Steven Belledin",410,0.653
"9","Greg Staples",403,0.641
"10","John Avon",388,0.642
"11","Svetlin Velinov",371,0.636
"12","Jonas De Ro",349,0.639
"13","Dan Scott",337,0.643
"14","Marc Simonetti",326,0.644
"15","Raoul Vitale",301,0.632
"16","Jesper Myrfors",273,0.636
"17","Bastien L. Deharme",269,0.641
"18","Rebecca Guay",263,0.636
"19","Vance Kovacs",230,0.642
"20","Gabor Szikszai",222,0.621
"21","Irina Nordsol",219,0.641
"22","Alex Horley-Orlandelli",210,0.642
"23","Slawomir Maniak",209,0.637
"24","Colin Boyer",206,0.636
"25","Craig J Spearing",206,0.644
"26","Evyn Fong",205,0.637
"27","Dan Frazier",202,0.631
"28","David Gaillet",198,0.612
"29","Ben Thompson",192,0.63
"30","Ilse Gort",185,0.596
"31","Anthony S. Waters",182,0.647
"32","Matt Stewart",181,0.643
"33","Mark Tedin",174,0.631
"34","Dave Allsop",164,0.628
"35","Jean-Sébastien Rossbach",159,0.626
"36","Lawrence Snelly",148,0.63
"37","Terese Nielsen",146,0.644
"38","Pete Venters",146,0.613
"39","Randy Vargas",143,0.616
"40","Kev Walker",142,0.613
"41","Anastasia Ovchinnikova",140,0.623
"42","YW Tang",139,0.637
"43","Franz Vohwinkel",136,0.627
"44","Martina Fackova",136,0.604
"45","Mathias Kollros",135,0.662
"46","Eric Fortune",135,0.643
"47","Yeong-Hao Han",131,0.669
"48","Tom Wänerstrand",131,0.627
"49","Filip Burburan",118,0.653
"50","Thomas M. Baxa",116,0.668
"51","Mike Ploog",114,0.617
"52","Ron Spencer",114,0.617
"53","Randy Gallegos",112,0.641
"54","Ben Wootten",112,0.626
"55","Greg Hildebrandt",110,0.683
"56","Greg Hildebrandt & Tim Hildebrandt",108,0.61
"57","Christopher Moeller",107,0.639
"58","Mike Raabe",106,0.667
"59","Daarken",106,0.611
"60","Allen Williams",103,0.649
"61","Ron Spears",100,0.611
"62","James Paick",99,0.644
"63","Dave Kendall",96,0.636
"64","Lindsey Look",95,0.634
"65","Brian Despain",94,0.672
"66","Sidharth Chaturvedi",93,0.602
"67","Justine Cruz",90,0.667
"68","Tia Masic",90,0.649
"69","Johannes Voss",89,0.623
"70","Joseph Meehan",85,0.673
"71","Zoltan Boros",85,0.638
"72","Raymond Swanland",84,0.643
"73","Eytan Zana",78,0.651
"74","Daren Bader",76,0.659
"75","Magali Villeneuve",75,0.619
"76","Howard Lyon",67,0.617
"77","Adam Rex",63,0.676
"78","Jesper Ejsing",63,0.611
"79","Vincent Proce",60,0.594
"80","Massimilano Frezzato",60,0.594
"81","Paolo Parente",60,0.594
"82","Daniel Ljunggren",59,0.652
"83","Daniel Gelon",59,0.61
"84","Winona Nelson",58,0.593
"85","Don Hazeltine",55,0.648
"86","Sandra Everingham",52,0.632
"87","Lie Setiawan",50,0.659
"88","Kieran Yanner",49,0.586
"89","Goran Josic",48,0.625
"90","Warren Mahy",47,0.665
"91","Jaime Jones",47,0.652
"92","Doug Chaffee",47,0.62
"93","Aurore Folny",47,0.603
"94","Eric Peterson",46,0.658
"95","Jason A. Engle",45,0.621
"96","Pat Morrissey",45,0.559
"97","DiTerlizzi",44,0.659
"98","Paul Scott Canavan",44,0.635
"99","Darrell Riche",42,0.622
"100","David Martin",36,0.62
"101","Steve Argyle",36,0.586
"102","Zezhou Chen",35,0.632
"103","Lars Grant-West",35,0.593
"104","Zoltan Boros & Gabor Szikszai",34,0.6
"105","rk post",32,0.652
"106","James Wong",30,0.594
"107","Michael Danza",30,0.6
"108","Alayna Danner",30,0.595
"109","Michael Sutfin",30,0.593
"110","Izzy",29,0.604
"111","Glen Angus",29,0.583
"112","Trevor Hairsine",28,0.682
"113","Nils Hamm",28,0.688
"114","Adam Paquette",28,0.62
"115","Brad Rigney",28,0.621
"116","Carl Critchlow",28,0.604
"117","Jeff Miracola",28,0.641
"118","Cristi Balanescu",27,0.6
"119","Wisnu Tan",27,0.559
"120","Mark Zug",26,0.629
"121","Heather Hudson",25,0.693
"122","Robbie Trevino",24,0.625
"123","Joe Slucher",24,0.625
"124","Justyna Gil",24,0.619
"125","Heonhwa Choe",24,0.6
"126","Jason Felix",23,0.609
"127","Aaron Miller",22,0.676
"128","Tony Szczudlo",21,0.644
"129","Wayne Reynolds",21,0.65
"130","Titus Lunter",20,0.644
"131","Scott Murphy",20,0.684
"132","Denman Rooke",20,0.684
"133","Jonathan Kuo",20,0.684
"134","Cyril Van Der Haegen",20,0.684
"135","April Lee",20,0.684
"136","Milivoj Ćeran",20,0.667
"137","Adi Granov",20,0.667
"138","E. M. Gist",19,0.587
"139","Mike Dringenberg",18,0.694
"140","Alan Pollack",18,0.548
"141","D. Alexander Gregory",18,0.583
"142","Dany Orizio",18,0.541
"143","Mark A. Nelson",16,0.676
"144","Jodie Muir",16,0.602
"145","Ken Meyer, Jr.",16,0.593
"146","James Ryman",16,0.561
"147","James Zapata",16,0.56
"148","Dave Dorman",15,0.625
"149","Jeff Easley",15,0.565
"150","Bryan Talbot",14,0.667
"151","Luca Zontini",14,0.588
"152","Ekaterina Burmak",14,0.56
"153","Scott Chou",14,0.638
"154","Seb McKinnon",14,0.683
"155","Eric Deschamps",13,0.681
"156","Fred Hooper",13,0.667
"157","Tom Kyffin",12,0.579
"158","Efrem Palacios",12,0.579
"159","Wayne England",11,0.649
"160","Hideaki Takamura",11,0.635
"161","Roger Raupp",11,0.613
"162","NéNé Thomas",10,0.606
"163","Mark Winters",10,0.56
"164","Lucas Graciano",10,0.526
"165","Bradley Williams",9,0.607
"166","Rick Emond",9,0.6
"167","Miguel Mercado",7,0.657
"168","Tran Nguyen",7,0.7
"169","Michael Phillippi",7,0.615
"170","Olivier Bernard",6,0.684
"171","Deruchenko Alexander",6,0.667
"172","Nicholas Gregory",6,0.615
"173","Jason Chan",6,0.556
"174","Mark Romanoski",6,0.605
"175","Bryon Wackwitz",5,0.733
"176","Joshua Hagler",5,0.714
"177","Mike Bierek",5,0.556
"178","Todd Lockwood",5,0.5
"179","Andreas Zafiratos",5,0.5
"180","Igor Kieryluk",4,0.778
"181","Nicholas Elias",4,0.75
"182","Simon Dominic",4,0.75
"183","Joel Thomas",4,0.615
"184","Justin Sweet",4,0.571
"185","Jason Rainville",4,0.625
"186","Karl Kopinski",4,0.667
"187","Lucio Parrillo",4,0.571
"188","Scott Altmann",4,0.667
"189","Omar Rayyan",4,0.5
"190","Marta Nael",4,0.5
"191","Campbell White",3,0.778
"192","Piotr Dura",3,0.682
"193","Nic Klein",3,0.55
"194","Wesley Burt",3,0.583
"195","Volkan Baǵa",3,0.667
"196","Richard Kane Ferguson",3,0.667
"197","Jeff Laubenstein",3,0.667
"198","Sung Choi",2,0.643
"199","Anthony Palumbo",2,0.625
"200","John Matson",2,0.625
"201","Francisco Miyara",2,0.571
"202","Scott M. Fischer",2,0.615
"203","Justin Hampton",2,0.5
"204","Paul Lee",1,0.714
"205","Leanna Crossan",1,0.667
"206","Stephen Daniele",1,0.5
