"","Artist","NoCopies","Winrate"
"1","Rob Alexander",523,0.727
"2","Christopher Rush",212,0.716
"3","Mark Poole",191,0.711
"4","Eric Deschamps",143,0.705
"5","John Stanko",138,0.725
"6","Svetlin Velinov",124,0.729
"7","Cyril Van Der Haegen",115,0.711
"8","Anastasia Ovchinnikova",114,0.722
"9","Chris Rallis",110,0.718
"10","Alayna Danner",106,0.726
"11","Yeong-Hao Han",104,0.713
"12","Izzy",103,0.717
"13","Mark Zug",102,0.714
"14","Ron Spears",100,0.744
"15","Philip Straub",98,0.705
"16","Jesper Myrfors",95,0.715
"17","Jung Park",93,0.712
"18","Shelly Wan",91,0.725
"19","Titus Lunter",91,0.71
"20","Jason Chan",91,0.695
"21","Paul Scott Canavan",90,0.724
"22","Adam Paquette",86,0.702
"23","Jonas De Ro",84,0.716
"24","James Paick",84,0.69
"25","Terese Nielsen",84,0.707
"26","Chippy",83,0.745
"27","Evan Shipard",81,0.722
"28","Mark Tedin",81,0.689
"29","Cliff Childs",75,0.717
"30","Pete Venters",72,0.71
"31","Simon Dominic",71,0.728
"32","Franz Vohwinkel",71,0.718
"33","Raoul Vitale",69,0.735
"34","Seb McKinnon",69,0.671
"35","Chris Rahn",67,0.729
"36","Howard Lyon",67,0.688
"37","Randy Vargas",65,0.711
"38","Dmitry Burmak",64,0.693
"39","Warren Mahy",63,0.707
"40","Aleksi Briclot",62,0.755
"41","John Avon",58,0.699
"42","Todd Lockwood",57,0.704
"43","Martina Fackova",56,0.741
"44","Amy Weber",56,0.699
"45","Mike Bierek",56,0.699
"46","Steve Argyle",56,0.703
"47","Michael C. Hayes",55,0.701
"48","Zoltan Boros",53,0.708
"49","Raymond Swanland",53,0.688
"50","Ryan Pancoast",53,0.72
"51","Anthony S. Waters",52,0.741
"52","Dave Kendall",52,0.716
"53","Kev Walker",52,0.694
"54","Ekaterina Burmak",52,0.704
"55","Douglas Shuler",50,0.723
"56","Sam Burley",50,0.69
"57","Bastien L. Deharme",45,0.757
"58","Michael Sutfin",45,0.698
"59","Heonhwa Choe",45,0.697
"60","Jason Rainville",45,0.719
"61","Campbell White",44,0.688
"62","Kari Christensen",43,0.737
"63","Vance Kovacs",43,0.712
"64","Tom Wänerstrand",43,0.707
"65","Johannes Voss",43,0.702
"66","Lucas Graciano",41,0.707
"67","Johan Grenier",40,0.759
"68","Richard Whitters",40,0.723
"69","Matt Stewart",38,0.706
"70","Daarken",36,0.688
"71","Caio Monteiro",35,0.717
"72","Christine Choi",35,0.744
"73","Slawomir Maniak",35,0.718
"74","Chase Stone",34,0.724
"75","Jason Felix",33,0.703
"76","Eric Fortune",32,0.745
"77","Anson Maddocks",30,0.716
"78","Erica Yang",29,0.704
"79","Nicholas Elias",28,0.739
"80","Jean-Sébastien Rossbach",28,0.693
"81","David Martin",28,0.698
"82","Lake Hurwitz",28,0.706
"83","Adam Rex",28,0.694
"84","Tomasz Jedruszek",27,0.746
"85","Fred Fields",27,0.705
"86","Kieran Yanner",26,0.696
"87","Ben Thompson",25,0.703
"88","Justin Murray",24,0.755
"89","Greg Hildebrandt",24,0.63
"90","Greg Staples",23,0.737
"91","Dan Scott",23,0.696
"92","Daniel Ljunggren",23,0.663
"93","Steve Prescott",22,0.761
"94","David Rapoza",22,0.72
"95","Nicholas Gregory",21,0.74
"96","Craig J Spearing",20,0.744
"97","Wisnu Tan",20,0.65
"98","Christopher Moeller",20,0.679
"99","Victor Adame Minguez",19,0.714
"100","Yongjae Choi",19,0.691
"101","Dimitar Marinski",19,0.675
"102","Zezhou Chen",17,0.683
"103","Vincent Proce",17,0.677
"104","Richard Wright",16,0.714
"105","Mark Winters",16,0.719
"106","Heather Hudson",16,0.724
"107","Darrell Riche",16,0.679
"108","Magali Villeneuve",14,0.722
"109","Tomas Giorello",13,0.725
"110","Martina Pilcerova",13,0.688
"111","Dan Frazier",12,0.716
"112","Michael Komarck",12,0.695
"113","Caroline Gariba",12,0.72
"114","John Matson",12,0.72
"115","Nils Hamm",12,0.707
"116","Jeff Miracola",12,0.682
"117","Volkan Baǵa",12,0.696
"118","Austin Hsu",12,0.694
"119","Antonio José Manzanedo",12,0.712
"120","Lius Lasahido",12,0.674
"121","Jim Nelson",11,0.716
"122","Wayne England",11,0.675
"123","Noah Bradley",11,0.709
"124","DiTerlizzi",11,0.767
"125","Iain McCaig",11,0.765
"126","Cynthia Sheppard",10,0.708
"127","Johann Bodin",10,0.673
"128","Mark Brill",9,0.682
"129","Karl Kopinski",8,0.707
"130","Andrew Mar",8,0.706
"131","Milivoj Ćeran",8,0.706
"132","Scott Murphy",8,0.706
"133","Dominick Domingo",8,0.714
"134","Scott M. Fischer",8,0.688
"135","Luca Zontini",8,0.688
"136","Alex Horley-Orlandelli",8,0.688
"137","Deruchenko Alexander",8,0.688
"138","Alexander Forssberg",8,0.688
"139","Lucas Staniec",7,0.667
"140","Peter Mohrbacher",7,0.667
"141","Chris Ostrowski",6,0.69
"142","Sam Wood",6,0.688
"143","Steven Belledin",6,0.641
"144","Pat Morrissey",5,0.769
"145","Sarah Finnigan",5,0.707
"146","Mark A. Nelson",5,0.643
"147","Winona Nelson",5,0.652
"148","Bryan Sola",5,0.625
"149","Jaime Jones",5,0.633
"150","Tony Szczudlo",5,0.643
"151","D. Alexander Gregory",5,0.643
"152","Cristi Balanescu",5,0.643
"153","Lars Grant-West",5,0.667
"154","Florian de Gesincourt",4,0.8
"155","Khang Le",4,0.706
"156","Zoltan Boros & Gabor Szikszai",4,0.667
"157","Sidharth Chaturvedi",4,0.778
"158","Daniel Zrom",4,0.75
"159","Bud Cook",4,0.75
"160","Carl Critchlow",4,0.714
"161","Andreas Rocha",4,0.714
"162","David Hudnut",4,0.714
"163","Richard Kane Ferguson",4,0.714
"164","Adi Granov",4,0.714
"165","E. M. Gist",4,0.714
"166","Wayne Reynolds",4,0.714
"167","Wesley Burt",4,0.714
"168","Edward P. Beard, Jr.",4,0.571
"169","Chris Cold",4,0.571
"170","Brian Snõddy",4,0.571
"171","Igor Kieryluk",4,0.571
"172","Donato Giancola",4,0.571
"173","Robbie Trevino",4,0.571
"174","Stephen Tappin",4,0.571
"175","Mitsuaki Sagiri",3,0.667
"176","Willian Murai",3,0.667
"177","James Ryman",3,0.714
"178","John Howe",3,0.714
"179","Lie Setiawan",3,0.571
"180","Tyler Jacobson",2,0.75
"181","Brom",2,0.667
"182","Chris J. Anderson",2,0.75
"183","Dave Dorman",2,0.667
