"","SetCode","NoCopies","Winrate"
"1","LEA",2818,0.724
"2","NEO",2304,0.722
"3","MID",1837,0.722
"4","ELD",1738,0.72
"5","KHM",1536,0.727
"6","AFR",1479,0.722
"7","WAR",1330,0.728
"8","ZNR",1264,0.732
"9","BRO",993,0.727
"10","SNC",967,0.725
"11","VOW",958,0.718
"12","IKO",930,0.72
"13","M20",874,0.732
"14","THB",765,0.728
"15","AER",727,0.723
"16","KLD",722,0.732
"17","DIS",719,0.718
"18","THS",717,0.736
"19","DMU",663,0.725
"20","RTR",645,0.717
"21","AKH",633,0.717
"22","SOI",588,0.722
"23","DTK",574,0.73
"24","LRW",533,0.726
"25","DOM",527,0.724
"26","ICE",511,0.718
"27","RAV",463,0.743
"28","GPT",434,0.733
"29","M14",407,0.739
"30","ONE",401,0.725
"31","SOM",397,0.738
"32","MOR",361,0.714
"33","KTK",354,0.737
"34","ORI",345,0.724
"35","XLN",343,0.732
"36","OGW",331,0.726
"37","GRN",317,0.735
"38","STX",311,0.719
"39","HOU",300,0.722
"40","M10",299,0.733
"41","M19",280,0.747
"42","USG",242,0.717
"43","VIS",223,0.716
"44","M21",222,0.721
"45","EMN",218,0.72
"46","RIX",211,0.73
"47","GTC",196,0.706
"48","DGM",187,0.716
"49","INV",184,0.728
"50","MRD",177,0.722
"51","ZEN",166,0.724
"52","BFZ",129,0.716
"53","APC",126,0.728
"54","DKA",113,0.696
"55","ISD",100,0.744
"56","PLC",88,0.718
"57","JOU",88,0.739
"58","RNA",78,0.739
"59","M15",77,0.728
"60","CMD",64,0.729
"61","TSP",57,0.769
"62","BNG",56,0.741
"63","M13",42,0.719
"64","FRF",40,0.735
"65","M12",24,0.696
"66","ALA",19,0.75
"67","MBS",17,0.73
"68","NPH",4,0.75
"69","PTK",3,0.571
"70","ROE",2,0.714
