"","Artist","NoCopies","Winrate"
"1","Rob Alexander",2653,0.716
"2","Christopher Rush",1131,0.728
"3","Mark Poole",953,0.721
"4","Anastasia Ovchinnikova",774,0.724
"5","Simon Dominic",662,0.733
"6","Vance Kovacs",614,0.735
"7","Titus Lunter",584,0.739
"8","Chippy",560,0.726
"9","Eric Deschamps",548,0.726
"10","Philip Straub",509,0.724
"11","Adam Paquette",488,0.723
"12","Shelly Wan",418,0.718
"13","Raymond Swanland",411,0.738
"14","Jason Chan",406,0.745
"15","Kari Christensen",389,0.732
"16","John Avon",386,0.724
"17","Alayna Danner",382,0.718
"18","Chase Stone",373,0.733
"19","Raoul Vitale",357,0.723
"20","Mike Bierek",356,0.742
"21","Ron Spears",350,0.727
"22","Aleksi Briclot",344,0.72
"23","Cyril Van Der Haegen",340,0.742
"24","Cristi Balanescu",338,0.701
"25","Dmitry Burmak",337,0.75
"26","Chris Ostrowski",337,0.725
"27","Mark Zug",330,0.732
"28","Ryan Pancoast",317,0.719
"29","Mila Pesic",311,0.728
"30","Vincent Proce",309,0.749
"31","Chris Rallis",309,0.702
"32","Tom Wänerstrand",302,0.734
"33","Erica Yang",298,0.713
"34","Joseph Meehan",285,0.717
"35","Greg Staples",283,0.703
"36","Izzy",281,0.735
"37","Ekaterina Burmak",281,0.721
"38","Howard Lyon",274,0.747
"39","Martina Fackova",273,0.735
"40","Jesper Myrfors",267,0.724
"41","John Stanko",263,0.72
"42","Yeong-Hao Han",258,0.742
"43","Lake Hurwitz",252,0.723
"44","Steven Belledin",247,0.737
"45","Jung Park",246,0.763
"46","Randy Vargas",244,0.721
"47","Zezhou Chen",243,0.732
"48","Iain McCaig",242,0.73
"49","Seb McKinnon",241,0.767
"50","Terese Nielsen",239,0.735
"51","Pete Venters",237,0.736
"52","Anthony S. Waters",232,0.738
"53","Cliff Childs",231,0.743
"54","Jonas De Ro",229,0.731
"55","Daarken",227,0.745
"56","Douglas Shuler",224,0.723
"57","Dave Kendall",223,0.716
"58","Svetlin Velinov",218,0.721
"59","Nicholas Gregory",216,0.705
"60","Mark Tedin",216,0.724
"61","Lucas Graciano",211,0.738
"62","Warren Mahy",202,0.731
"63","Franz Vohwinkel",201,0.733
"64","Greg Hildebrandt",200,0.749
"65","Johannes Voss",200,0.722
"66","David Martin",192,0.709
"67","Adam Rex",186,0.715
"68","Evan Shipard",183,0.715
"69","Kieran Yanner",182,0.741
"70","Amy Weber",181,0.763
"71","Cynthia Sheppard",175,0.728
"72","Dan Frazier",174,0.729
"73","Alexander Forssberg",172,0.722
"74","Sam Burley",170,0.734
"75","Anson Maddocks",170,0.726
"76","Paul Scott Canavan",167,0.729
"77","Jason Rainville",165,0.727
"78","Kev Walker",163,0.73
"79","Deruchenko Alexander",160,0.721
"80","James Paick",159,0.718
"81","Jean-Sébastien Rossbach",157,0.748
"82","Lie Setiawan",151,0.734
"83","Andrew Mar",151,0.72
"84","Chris Rahn",148,0.721
"85","Jason A. Engle",147,0.761
"86","Sidharth Chaturvedi",147,0.723
"87","Steve Argyle",145,0.712
"88","Lars Grant-West",139,0.743
"89","Scott Murphy",132,0.727
"90","Martina Pilcerova",129,0.724
"91","Todd Lockwood",129,0.741
"92","Daniel Ljunggren",127,0.739
"93","DiTerlizzi",127,0.729
"94","Jason Felix",121,0.73
"95","Jesper Ejsing",115,0.751
"96","Fred Fields",114,0.724
"97","Richard Wright",107,0.742
"98","Nils Hamm",107,0.762
"99","Zoltan Boros",106,0.732
"100","Wisnu Tan",104,0.738
"101","Craig J Spearing",103,0.715
"102","Igor Kieryluk",102,0.702
"103","Campbell White",100,0.74
"104","Milivoj Ćeran",99,0.729
"105","Richard Whitters",96,0.679
"106","Yongjae Choi",95,0.739
"107","Christine Choi",92,0.697
"108","Matt Stewart",87,0.714
"109","Mark Winters",84,0.748
"110","Johann Bodin",82,0.75
"111","Tomasz Jedruszek",80,0.751
"112","Maria Zolotukhina",75,0.714
"113","Chris Cold",75,0.71
"114","Dan Scott",73,0.697
"115","Heonhwa Choe",72,0.713
"116","Michael Sutfin",72,0.723
"117","Marta Nael",70,0.718
"118","Carl Critchlow",69,0.719
"119","Livia Prima",69,0.725
"120","Volkan Baǵa",68,0.728
"121","James Ryman",66,0.669
"122","Jim Nelson",65,0.722
