"","SetCode","NoCopies","Winrate"
"1","LEA",2381,0.721
"2","NEO",2294,0.721
"3","ELD",1664,0.721
"4","MID",1599,0.72
"5","AFR",1392,0.727
"6","KHM",1367,0.725
"7","ZNR",1228,0.724
"8","SNC",1219,0.723
"9","WAR",1094,0.727
"10","IKO",1049,0.72
"11","VOW",1022,0.727
"12","BRO",850,0.744
"13","AER",809,0.73
"14","KLD",763,0.73
"15","M20",748,0.726
"16","THB",689,0.731
"17","SOM",677,0.733
"18","DMU",677,0.722
"19","DIS",656,0.72
"20","RTR",646,0.719
"21","DTK",643,0.726
"22","ONE",636,0.715
"23","THS",625,0.73
"24","LRW",598,0.726
"25","GPT",568,0.736
"26","SOI",560,0.711
"27","RAV",506,0.722
"28","ICE",496,0.727
"29","DOM",495,0.72
"30","AKH",491,0.702
"31","MOR",468,0.726
"32","GRN",361,0.725
"33","KTK",354,0.724
"34","M14",330,0.739
"35","STX",314,0.734
"36","USG",313,0.723
"37","ORI",301,0.708
"38","XLN",298,0.705
"39","M10",292,0.721
"40","OGW",253,0.732
"41","M19",247,0.749
"42","HOU",244,0.723
"43","M21",239,0.716
"44","EMN",233,0.719
"45","VIS",222,0.706
"46","ISD",203,0.734
"47","RIX",173,0.713
"48","APC",172,0.73
"49","ZEN",155,0.729
"50","JOU",151,0.729
"51","BFZ",139,0.717
"52","INV",136,0.7
"53","GTC",129,0.7
"54","DGM",113,0.677
"55","MRD",113,0.694
"56","RNA",100,0.734
"57","DKA",100,0.716
"58","PLC",82,0.721
"59","BNG",77,0.721
"60","CMD",66,0.717
"61","M15",59,0.738
"62","TSP",43,0.726
"63","M12",28,0.72
"64","M13",25,0.677
"65","FRF",23,0.689
"66","ALA",11,0.684
"67","MBS",7,0.73
"68","NPH",4,0.75
"69","ROE",2,0.714
"70","PTK",2,0.571
