"","CardNames","DeckCount","WinrateAverage"
"1","Pyroblast",29,62.9
"2","Fiery Cannonade",22,60.1
"3","Hydroblast",18,63.8
"4","Relic of Progenitus",18,59.8
"5","Gorilla Shaman",18,58.4
"6","Electrickery",16,63.7
"7","Weather the Storm",14,60.7
"8","Red Elemental Blast",14,62.6
"9","Dispel",13,63.1
"10","Gut Shot",11,63.4
"11","Duress",10,63.6
"12","Shenanigans",10,55.7
"13","Moment's Peace",9,63.3
"14","Flaring Pain",9,57.1
"15","Ancient Grudge",9,67.2
"16","Scattershot Archer",9,65.5
"17","Blue Elemental Blast",9,64.4
"18","Reaping the Graves",8,69.1
"19","Negate",8,61.5
"20","Gleeful Sabotage",8,66
"21","Leave No Trace",7,66
"22","Viridian Longbow",7,66
"23","Molten Rain",6,65
"24","Pulse of Murasa",6,61.5
"25","Echoing Truth",6,64.1
"26","Cast Down",6,66.7
"27","Stonehorn Dignitary",6,64.1
"28","Curfew",6,56.8
"29","Swirling Sandstorm",6,56.8
"30","Keldon Marauders",5,67.6
"31","Smash to Smithereens",5,67.6
"32","Krark-Clan Shaman",5,71.4
"33","Stormbound Geist",5,58.1
"34","Cleansing Wildfire",5,58.1
"35","Suffocating Fumes",5,58.1
"36","Lone Missionary",4,57.7
"37","Standard Bearer",4,64
"38","Okiba-Gang Shinobi",4,54.2
"39","Lifelink",4,62.5
"40","Exclude",3,71.4
"41","Ulamog's Crusher",3,61.1
"42","Nylea's Disciple",3,55.6
"43","Unexpected Fangs",3,55.6
"44","Wrap in Vigor",3,71.4
"45","River Boa",3,65
"46","Ram Through",3,61.1
"47","Chainer's Edict",3,55.6
"48","Bonder's Ornament",3,55.6
"49","Martyr of Ashes",2,73.3
"50","Chromatic Star",2,57.1
