"","SetName","Winrate","Presence"
"1","LEA",NA,0
"2","ROE",NA,0
"3","VIS",NA,0
"4","ICE",NA,0
"5","SOM",NA,0
"6","M14",NA,0
"7","WWK",NA,0
"8","MBS",NA,0
"9","ATQ",NA,0
"10","MRD",NA,0
"11","STH",NA,0
"12","ELD",NA,0
"13","DST",NA,0
"14","LRW",NA,0
"15","ONS",NA,0
"16","TSP",NA,0
"17","RAV",NA,0
"18","KHM",NA,0
"19","USG",NA,0
"20","LGN",NA,0
"21","MOR",NA,0
"22","CMR",NA,0
"23","DOM",NA,0
"24","EMN",NA,0
"25","LEG",NA,0
"26","CHK",NA,0
"27","RNA",NA,0
"28","ISD",NA,0
"29","ULG",NA,0
"30","AVR",NA,0
"31","ODY",NA,0
"32","JMP",NA,0
"33","DIS",NA,0
"34","C20",NA,0
"35","HOU",NA,0
"36","MH1",NA,0
"37","KTK",NA,0
"38","FRF",NA,0
"39","XLN",NA,0
"40","PLC",NA,0
"41","OGW",NA,0
"42","BOK",NA,0
"43","M11",NA,0
"44","C16",NA,0
"45","GTC",NA,0
"46","RTR",NA,0
"47","ZNR",NA,0
"48","INV",NA,0
"49","IKO",NA,0
"50","STX",NA,0
"51","DKA",NA,0
"52","M13",NA,0
"53","EVE",NA,0
"54","GPT",NA,0
"55","NPH",NA,0
"56","ZEN",NA,0
"57","M21",NA,0
"58","WAR",NA,0
"59","5DN",NA,0
"60","TOR",NA,0
"61","CSP",NA,0
"62","CN2",NA,0
"63","SOI",NA,0
"64","JUD",NA,0
"65","M15",NA,0
"66","TMP",NA,0
"67","AKH",NA,0
"68","SCG",NA,0
"69","KLD",NA,0
"70","BFZ",NA,0
"71","MMQ",NA,0
"72","ARB",NA,0
"73","FUT",NA,0
"74","BNG",NA,0
"75","JOU",NA,0
"76","THB",NA,0
"77","ORI",NA,0
"78","M12",NA,0
"79","SOK",NA,0
"80","ALA",NA,0
"81","THS",NA,0
"82","MIR",NA,0
"83","ARN",NA,0
"84","APC",NA,0
"85","M10",NA,0
"86","ALL",NA,0
"87","WTH",NA,0
"88","HML",NA,0
"89","PCY",NA,0
"90","P02",NA,0
