"","CardNames","DeckCount","Winrate95Min"
"1","Pyroblast",29,55.5
"2","Reaping the Graves",8,55.2
"3","Hydroblast",18,54.4
"4","Krark-Clan Shaman",5,53.7
"5","Ancient Grudge",9,53.7
"6","Electrickery",16,53.6
"7","Scattershot Archer",9,51.9
"8","Dispel",13,51.9
"9","Red Elemental Blast",14,51.9
"10","Searing Blaze",1,51.8
"11","Gleeful Sabotage",8,51.7
"12","Fiery Cannonade",22,51.5
"13","Gut Shot",11,51.1
"14","Blue Elemental Blast",9,50.9
"15","Duress",10,50.9
"16","Leave No Trace",7,50.7
"17","Viridian Longbow",7,50.7
"18","Relic of Progenitus",18,50.1
"19","Moment's Peace",9,49.9
"20","Cast Down",6,49.8
"21","Weather the Storm",14,49.7
"22","Keldon Marauders",5,49.5
"23","Smash to Smithereens",5,49.5
"24","Gorilla Shaman",18,48.8
"25","Molten Rain",6,48.3
"26","Exclude",3,47.8
"27","Wrap in Vigor",3,47.8
"28","Echoing Truth",6,47.2
"29","Stonehorn Dignitary",6,47.2
"30","Negate",8,47
"31","Abrade",2,46.2
"32","Natural Reclamation",2,46.2
"33","Root Out",2,46.2
"34","Martyr of Ashes",2,44.9
"35","Inside Out",2,44.9
"36","Pulse of Murasa",6,44.6
"37","Flaring Pain",9,43.2
"38","Standard Bearer",4,42.5
"39","Shenanigans",10,42.4
"40","River Boa",3,40.8
"41","Lifelink",4,40.6
"42","Drift of Phantasms",1,40
"43","Freed from the Real",1,40
"44","Galvanic Alchemist",1,40
"45","Orochi Leafcaller",1,40
"46","Curfew",6,39.5
"47","Swirling Sandstorm",6,39.5
"48","Stormbound Geist",5,39.1
"49","Cleansing Wildfire",5,39.1
"50","Suffocating Fumes",5,39.1
