"","SetName","Winrate","Presence"
"1","ICE",NA,0
"2","SCG",NA,0
"3","MRD",NA,0
"4","TSP",NA,0
"5","RTR",NA,0
"6","CON",NA,0
"7","WWK",NA,0
"8","LEA",NA,0
"9","SHM",NA,0
"10","XLN",NA,0
"11","NPH",NA,0
"12","USG",NA,0
"13","RAV",NA,0
"14","ALA",NA,0
"15","ODY",NA,0
"16","DOM",NA,0
"17","MH1",NA,0
"18","PLC",NA,0
"19","ALL",NA,0
"20","INV",NA,0
"21","FUT",NA,0
"22","DST",NA,0
"23","M12",NA,0
"24","MOR",NA,0
"25","HOU",NA,0
"26","CMR",NA,0
"27","SOI",NA,0
"28","CSP",NA,0
"29","EVE",NA,0
"30","OGW",NA,0
"31","JUD",NA,0
"32","APC",NA,0
"33","VIS",NA,0
"34","M10",NA,0
"35","SOK",NA,0
"36","AVR",NA,0
"37","CHK",NA,0
"38","DKA",NA,0
"39","ZNR",NA,0
"40","IKO",NA,0
"41","TMP",NA,0
"42","ROE",NA,0
"43","KHM",NA,0
"44","HML",NA,0
"45","ZEN",NA,0
"46","BOK",NA,0
"47","THS",NA,0
"48","TOR",NA,0
"49","C20",NA,0
"50","GPT",NA,0
"51","DRK",NA,0
"52","LEG",NA,0
"53","STX",NA,0
"54","MIR",NA,0
"55","DIS",NA,0
"56","ISD",NA,0
"57","BFZ",NA,0
"58","ONS",NA,0
"59","MMQ",NA,0
"60","KLD",NA,0
"61","PCY",NA,0
"62","LRW",NA,0
"63","GTC",NA,0
"64","ULG",NA,0
"65","UDS",NA,0
"66","MBS",NA,0
