"","SetCode","NoCopies","Winrate"
"1","MH2",9782,0.705
"2","LEA",4488,0.705
"3","ZEN",4392,0.709
"4","ONS",3058,0.707
"5","MH1",3020,0.707
"6","NEO",1942,0.712
"7","GPT",1539,0.711
"8","ELD",1398,0.71
"9","SNC",1174,0.709
"10","DIS",1137,0.711
"11","KLD",1091,0.702
"12","STX",1070,0.709
"13","RAV",1045,0.707
"14","M20",895,0.717
"15","WAR",883,0.711
"16","5DN",869,0.705
"17","MID",861,0.711
"18","CSP",850,0.7
"19","WWK",836,0.704
"20","ZNR",823,0.697
"21","LRW",789,0.706
"22","FUT",773,0.701
"23","AER",770,0.725
"24","DMU",762,0.711
"25","NPH",759,0.706
"26","SOM",756,0.714
"27","DRK",723,0.705
"28","IKO",701,0.716
"29","MRD",671,0.703
"30","THB",663,0.708
"31","ONE",595,0.702
"32","AFR",564,0.718
"33","ICE",558,0.72
"34","CMD",536,0.705
"35","BRO",486,0.701
"36","ATQ",483,0.713
"37","TSP",480,0.696
"38","ROE",443,0.711
"39","KTK",435,0.701
"40","VOW",415,0.717
"41","PLS",414,0.715
"42","AVR",399,0.707
"43","ARB",397,0.702
"44","EMN",368,0.727
"45","M11",361,0.707
"46","RNA",328,0.708
"47","CHK",323,0.711
"48","DGM",304,0.699
"49","ALA",288,0.699
"50","ORI",288,0.696
"51","APC",284,0.726
"52","PLC",279,0.706
"53","DKA",275,0.695
"54","HOU",272,0.704
"55","PC2",244,0.711
"56","SHM",243,0.685
"57","M21",233,0.717
"58","GTC",225,0.685
"59","DST",217,0.708
"60","KHM",200,0.696
"61","AKH",197,0.717
"62","SOK",186,0.708
"63","MBS",173,0.704
"64","RTR",161,0.705
"65","JOU",156,0.695
"66","CON",156,0.712
"67","INV",148,0.692
"68","SOI",144,0.709
"69","DOM",142,0.689
"70","OGW",135,0.708
"71","XLN",129,0.712
"72","DTK",123,0.714
"73","STH",117,0.715
"74","M12",106,0.699
"75","M19",103,0.711
"76","ISD",102,0.696
"77","MIR",102,0.693
"78","JUD",99,0.713
"79","BOK",98,0.737
"80","GRN",95,0.71
"81","BFZ",75,0.707
"82","MOR",71,0.69
"83","EVE",53,0.679
"84","M13",39,0.692
"85","M10",28,0.72
"86","FRF",27,0.699
"87","WTH",24,0.693
"88","ULG",21,0.672
"89","ARN",20,0.731
"90","CN2",20,0.721
"91","TMP",10,0.667
"92","M15",9,0.674
"93","LEG",7,0.674
"94","TOR",5,0.571
"95","USG",5,0.667
"96","P02",2,0.714
