"","CardNames","DeckCount","Winrate95Min"
"1","Waterlogged Grove",3,73.5
"2","Island",16,71.3
"3","Cavern of Souls",10,70.2
"4","Force of Negation",13,69.7
"5","Forest",22,69.6
"6","Breeding Pool",18,69.5
"7","Misty Rainforest",17,67.9
"8","Scalding Tarn",14,67.6
"9","Flooded Strand",13,67.5
"10","Urza's Saga",12,67.4
"11","Wooded Foothills",17,66.2
"12","Mountain",15,65.8
"13","Steam Vents",12,65
"14","Bloodstained Mire",12,65
"15","Hallowed Fountain",12,65
"16","Plains",11,64.7
"17","Lightning Bolt",15,64
"18","Polluted Delta",8,63.6
"19","Dryad of the Ilysian Grove",8,63.6
"20","Explore",8,63.6
"21","Valakut, the Molten Pinnacle",8,63.6
"22","Raugrin Triome",7,63.1
"23","Azusa, Lost but Seeking",7,63.1
"24","Primeval Titan",7,63.1
"25","Summoner's Pact",7,63.1
"26","Amulet of Vigor",7,63.1
"27","Boros Garrison",7,63.1
"28","Castle Garenbrig",7,63.1
"29","Crumbling Vestige",7,63.1
"30","Gruul Turf",7,63.1
"31","Radiant Fountain",7,63.1
"32","Selesnya Sanctuary",7,63.1
"33","Simic Growth Chamber",7,63.1
"34","Slayers' Stronghold",7,63.1
"35","Sunhome, Fortress of the Legion",7,63.1
"36","Tolaria West",7,63.1
"37","Vesuva",7,63.1
"38","Expedition Map",7,63.1
"39","Swamp",12,62.7
"40","Shardless Agent",6,62.6
"41","Street Wraith",6,62.6
"42","Arboreal Grazer",6,62.6
"43","Teferi, Time Raveler",11,62.2
"44","Violent Outburst",5,62.1
"45","Brazen Borrower",4,61.7
"46","Aether Vial",3,61.5
"47","Temple Garden",10,61.5
"48","Counterspell",10,61.5
"49","Arid Mesa",8,60
"50","Cryptic Command",8,60
