"","Artist","NoCopies","Winrate"
"1","Rob Alexander",261,0.79
"2","John Avon",123,0.819
"3","Christopher Rush",117,0.789
"4","Mark Poole",94,0.81
"5","Adam Paquette",86,0.795
"6","Eric Deschamps",68,0.815
"7","Aleksi Briclot",65,0.792
"8","Anastasia Ovchinnikova",60,0.783
"9","Steve Argyle",52,0.788
"10","Titus Lunter",51,0.8
"11","Tomasz Jedruszek",51,0.759
"12","Terese Nielsen",49,0.8
"13","Todd Lockwood",48,0.798
"14","Shelly Wan",47,0.794
"15","Chippy",47,0.821
"16","Ryan Pancoast",47,0.808
"17","Paul Scott Canavan",46,0.81
"18","Warren Mahy",45,0.812
"19","Dave Kendall",45,0.792
"20","Chris Rallis",43,0.786
"21","Cyril Van Der Haegen",37,0.8
"22","Randy Vargas",36,0.804
"23","Anson Maddocks",35,0.75
"24","Cliff Childs",34,0.817
"25","Izzy",33,0.812
"26","Scott Murphy",32,0.812
"27","Jonas De Ro",32,0.804
"28","Franz Vohwinkel",32,0.806
"29","Vance Kovacs",32,0.773
"30","Darrell Riche",32,0.812
"31","John Stanko",32,0.825
"32","Jason Rainville",31,0.794
"33","Philip Straub",30,0.804
"34","Raymond Swanland",30,0.781
"35","Ron Spears",29,0.779
"36","Douglas Shuler",28,0.783
"37","James Paick",28,0.778
"38","Yeong-Hao Han",27,0.812
"39","Adam Rex",27,0.812
"40","Pete Venters",26,0.778
"41","Greg Staples",25,0.844
"42","Sam Burley",24,0.768
"43","Kieran Yanner",23,0.8
"44","Wayne England",23,0.771
"45","John Howe",23,0.786
"46","Dimitar Marinski",23,0.806
"47","Nicholas Gregory",23,0.781
"48","Seb McKinnon",23,0.806
"49","Dan Frazier",22,0.771
"50","Anthony S. Waters",22,0.786
"51","Volkan Baǵa",22,0.786
"52","Winona Nelson",22,0.821
"53","Simon Dominic",22,0.75
"54","Jason Chan",21,0.778
"55","Michael Komarck",21,0.792
"56","Svetlin Velinov",21,0.8
"57","Kev Walker",21,0.75
"58","Richard Whitters",20,0.85
"59","Joe Slucher",20,0.8
